"","sample.ID","rn","facet_column","seq.ID","abundance","cumulative_abundance","total_abundance","cumulative_percentage","fill_col"
"639","AU18_0281",29,"a","C1ab",19,117,3096,0.0377906976744186,"C1ab"
"640","AU18_0281",29,"a","C3od",19,136,3096,0.0439276485788114,"C3od"
"641","AU18_0281",29,"a","1622915_C",21,157,3096,0.0507105943152455,"1622915_C"
"642","AU18_0281",29,"a","1670629_C",21,178,3096,0.0574935400516796,"1670629_C"
"643","AU18_0281",29,"a","C1b",24,202,3096,0.0652454780361757,"C1b"
"644","AU18_0281",29,"a","1618671_C",25,227,3096,0.0733204134366925,"1618671_C"
"645","AU18_0281",29,"a","C1by",27,254,3096,0.0820413436692506,"C1by"
"646","AU18_0281",29,"a","1648847_C",31,285,3096,0.0920542635658915,"1648847_C"
"647","AU18_0281",29,"a","C3xe",38,323,3096,0.104328165374677,"C3xe"
"648","AU18_0281",29,"a","C22ai",54,377,3096,0.121770025839793,"C22ai"
"649","AU18_0281",29,"a","37253_C",55,432,3096,0.13953488372093,"37253_C"
"650","AU18_0281",29,"a","107479_C",74,506,3096,0.16343669250646,"107479_C"
"651","AU18_0281",29,"a","C3xf",85,591,3096,0.190891472868217,"C3xf"
"652","AU18_0281",29,"a","C22ah",87,678,3096,0.218992248062016,"C22ah"
"653","AU18_0281",29,"a","C42.2",99,777,3096,0.250968992248062,"C42.2"
"654","AU18_0281",29,"a","C1",227,1004,3096,0.324289405684755,"C1"
"655","AU18_0281",29,"a","C3",353,1357,3096,0.438307493540052,"C3"
"656","AU18_0281",29,"a","C22ad",619,1976,3096,0.638242894056848,"C22ad"
"657","AU18_0281",29,"a","C22",1120,3096,3096,1,"C22"
"658","AU18_0288",30,"a","103346_C",33,33,7485,0.00440881763527054,"103346_C"
"659","AU18_0288",30,"a","66904_C",43,76,7485,0.0101536406145625,"66904_C"
"660","AU18_0288",30,"a","918687_C",43,119,7485,0.0158984635938544,"918687_C"
"661","AU18_0288",30,"a","C39ab",46,165,7485,0.0220440881763527,"C39ab"
"662","AU18_0288",30,"a","2091_C",52,217,7485,0.0289913159652639,"2091_C"
"663","AU18_0288",30,"a","C3ed",54,271,7485,0.0362057448229793,"C3ed"
"664","AU18_0288",30,"a","21810_C",61,332,7485,0.0443553774215097,"21810_C"
"665","AU18_0288",30,"a","6379_C",68,400,7485,0.053440213760855,"6379_C"
"666","AU18_0288",30,"a","2885799_C",68,468,7485,0.0625250501002004,"2885799_C"
"667","AU18_0288",30,"a","75670_C",78,546,7485,0.0729458917835671,"75670_C"
"668","AU18_0288",30,"a","333087_C",80,626,7485,0.0836339345357381,"333087_C"
"669","AU18_0288",30,"a","24192_C",80,706,7485,0.0943219772879092,"24192_C"
"670","AU18_0288",30,"a","42222_C",82,788,7485,0.105277221108884,"42222_C"
"671","AU18_0288",30,"a","9945_C",85,873,7485,0.116633266533066,"9945_C"
"672","AU18_0288",30,"a","2595310_C",88,961,7485,0.128390113560454,"2595310_C"
"673","AU18_0288",30,"a","C6a",88,1049,7485,0.140146960587842,"C6a"
"674","AU18_0288",30,"a","4063_C",89,1138,7485,0.152037408149633,"4063_C"
"675","AU18_0288",30,"a","54364_C",97,1235,7485,0.16499665998664,"54364_C"
"676","AU18_0288",30,"a","40627_C",157,1392,7485,0.185971943887776,"40627_C"
"677","AU18_0288",30,"a","1398203_C",167,1559,7485,0.208283233132933,"1398203_C"
"678","AU18_0288",30,"a","2426_C",179,1738,7485,0.232197728790915,"2426_C"
"679","AU18_0288",30,"a","C3an",183,1921,7485,0.256646626586506,"C3an"
"680","AU18_0288",30,"a","C21",201,2122,7485,0.283500334001336,"C21"
"681","AU18_0288",30,"a","2778029_C",383,2505,7485,0.334669338677355,"2778029_C"
"682","AU18_0288",30,"a","C3",4980,7485,7485,1,"C3"
"683","AU18_0311",31,"a","2783442_C",30,30,6747,0.00444642063139173,"2783442_C"
"684","AU18_0311",31,"a","147220_C",30,60,6747,0.00889284126278346,"147220_C"
"685","AU18_0311",31,"a","1618671_C",30,90,6747,0.0133392618941752,"1618671_C"
"686","AU18_0311",31,"a","2885786_C",30,120,6747,0.0177856825255669,"2885786_C"
"687","AU18_0311",31,"a","47105_C",37,157,6747,0.0232696013042834,"47105_C"
"688","AU18_0311",31,"a","91281_C",37,194,6747,0.0287535200829999,"91281_C"
"689","AU18_0311",31,"a","150940_C",45,239,6747,0.0354231510300874,"150940_C"
"690","AU18_0311",31,"a","1031429_C",47,286,6747,0.0423892100192678,"1031429_C"
"691","AU18_0311",31,"a","2885806_C",50,336,6747,0.0497999110715874,"2885806_C"
"692","AU18_0311",31,"a","1670629_C",56,392,6747,0.0580998962501853,"1670629_C"
"693","AU18_0311",31,"a","C22ai",59,451,6747,0.0668445234919223,"C22ai"
"694","AU18_0311",31,"a","2783362_C",60,511,6747,0.0757373647547058,"2783362_C"
"695","AU18_0311",31,"a","37253_C",63,574,6747,0.0850748480806284,"37253_C"
"696","AU18_0311",31,"a","C1gw",63,637,6747,0.0944123314065511,"C1gw"
"697","AU18_0311",31,"a","C22ah",67,704,6747,0.104342670816659,"C22ah"
"698","AU18_0311",31,"a","766366_C",81,785,6747,0.116348006521417,"766366_C"
"699","AU18_0311",31,"a","C1ab",100,885,6747,0.131169408626056,"C1ab"
"700","AU18_0311",31,"a","C3od",102,987,6747,0.146287238772788,"C3od"
"701","AU18_0311",31,"a","1648847_C",103,1090,6747,0.161553282940566,"1648847_C"
"702","AU18_0311",31,"a","C1by",106,1196,6747,0.177263969171484,"C1by"
"703","AU18_0311",31,"a","C3ih",134,1330,6747,0.1971246479917,"C3ih"
"704","AU18_0311",31,"a","C1b",169,1499,6747,0.22217281754854,"C1b"
"705","AU18_0311",31,"a","C3",345,1844,6747,0.273306654809545,"C3"
"706","AU18_0311",31,"a","107479_C",377,2221,6747,0.329183340744034,"107479_C"
"707","AU18_0311",31,"a","C22ad",381,2602,6747,0.385652882762709,"C22ad"
"708","AU18_0311",31,"a","C42.2",507,3109,6747,0.46079739143323,"C42.2"
"709","AU18_0311",31,"a","C22",592,3701,6747,0.548540091892693,"C22"
"710","AU18_0311",31,"a","C3xe",868,4569,6747,0.67718986216096,"C3xe"
"711","AU18_0311",31,"a","C1",1038,5607,6747,0.831036016007114,"C1"
"712","AU18_0311",31,"a","C3xf",1140,6747,6747,1,"C3xf"
"713","AU18_0319",32,"a","D17d",4,4,7529,0.000531279054323283,"D17d"
"714","AU18_0319",32,"a","D17e",4,8,7529,0.00106255810864657,"D17e"
"715","AU18_0319",32,"a","D17c",4,12,7529,0.00159383716296985,"D17c"
"716","AU18_0319",32,"a","2885785_D",4,16,7529,0.00212511621729313,"2885785_D"
"717","AU18_0319",32,"a","2885784_D",4,20,7529,0.00265639527161642,"2885784_D"
"718","AU18_0319",32,"a","764365_D",5,25,7529,0.00332049408952052,"764365_D"
"719","AU18_0319",32,"a","D4",6,31,7529,0.00411741267100545,"D4"
"720","AU18_0319",32,"a","214657_D",6,37,7529,0.00491433125249037,"214657_D"
"721","AU18_0319",32,"a","145593_D",6,43,7529,0.0057112498339753,"145593_D"
"722","AU18_0319",32,"a","909_D",8,51,7529,0.00677380794262186,"909_D"
"723","AU18_0319",32,"a","D1ja",9,60,7529,0.00796918581484925,"D1ja"
"724","AU18_0319",32,"a","2184426_D",12,72,7529,0.0095630229778191,"2184426_D"
"725","AU18_0319",32,"a","D1ej",20,92,7529,0.0122194182494355,"D1ej"
"726","AU18_0319",32,"a","D1",26,118,7529,0.0156727321025369,"D1"
"727","AU18_0319",32,"a","D6",27,145,7529,0.019258865719219,"D6"
"728","AU18_0319",32,"a","1670426_C",33,178,7529,0.0236419179173861,"1670426_C"
"729","AU18_0319",32,"a","1638047_C",37,215,7529,0.0285562491698765,"1638047_C"
"730","AU18_0319",32,"a","1148411_C",50,265,7529,0.0351972373489175,"1148411_C"
"731","AU18_0319",32,"a","37253_C",122,387,7529,0.0514012485057777,"37253_C"
"732","AU18_0319",32,"a","1670723_C",139,526,7529,0.0698631956435118,"1670723_C"
"733","AU18_0319",32,"a","1646070_C",191,717,7529,0.0952317704874485,"1646070_C"
"734","AU18_0319",32,"a","C3",636,1353,7529,0.179705140124851,"C3"
"735","AU18_0319",32,"a","C22",1713,3066,7529,0.407225395138797,"C22"
"736","AU18_0319",32,"a","C22ad",4463,7529,7529,1,"C22ad"
"737","AU18_0331",33,"a","1626916_C",22,22,5325,0.00413145539906103,"1626916_C"
"738","AU18_0331",33,"a","1670084_C",23,45,5325,0.00845070422535211,"1670084_C"
"739","AU18_0331",33,"a","1630543_C",26,71,5325,0.0133333333333333,"1630543_C"
"740","AU18_0331",33,"a","2786619_C",35,106,5325,0.019906103286385,"2786619_C"
"741","AU18_0331",33,"a","1645678_C",38,144,5325,0.0270422535211268,"1645678_C"
"742","AU18_0331",33,"a","1622915_C",44,188,5325,0.0353051643192488,"1622915_C"
"743","AU18_0331",33,"a","1148411_C",50,238,5325,0.0446948356807512,"1148411_C"
"744","AU18_0331",33,"a","37253_C",55,293,5325,0.0550234741784038,"37253_C"
"745","AU18_0331",33,"a","C21",57,350,5325,0.0657276995305164,"C21"
"746","AU18_0331",33,"a","1147954_C",63,413,5325,0.0775586854460094,"1147954_C"
"747","AU18_0331",33,"a","1611788_C",78,491,5325,0.092206572769953,"1611788_C"
"748","AU18_0331",33,"a","1645568_C",80,571,5325,0.107230046948357,"1645568_C"
"749","AU18_0331",33,"a","C22ah",171,742,5325,0.139342723004695,"C22ah"
"750","AU18_0331",33,"a","C3",815,1557,5325,0.292394366197183,"C3"
"751","AU18_0331",33,"a","C22ad",1216,2773,5325,0.52075117370892,"C22ad"
"752","AU18_0331",33,"a","C22",2552,5325,5325,1,"C22"
"753","AU18_0332",34,"a","1645678_C",4,4,1159,0.00345125107851596,"1645678_C"
"754","AU18_0332",34,"a","2786619_C",4,8,1159,0.00690250215703192,"2786619_C"
"755","AU18_0332",34,"a","2282565_C",4,12,1159,0.0103537532355479,"2282565_C"
"756","AU18_0332",34,"a","1645877_C",4,16,1159,0.0138050043140638,"1645877_C"
"757","AU18_0332",34,"a","1148411_C",5,21,1159,0.0181190681622088,"1148411_C"
"758","AU18_0332",34,"a","1630543_C",5,26,1159,0.0224331320103538,"1630543_C"
"759","AU18_0332",34,"a","D4ae",5,31,1159,0.0267471958584987,"D4ae"
"760","AU18_0332",34,"a","D17d",5,36,1159,0.0310612597066437,"D17d"
"761","AU18_0332",34,"a","25566_D",5,41,1159,0.0353753235547886,"25566_D"
"762","AU18_0332",34,"a","C3cl",6,47,1159,0.0405522001725626,"C3cl"
"763","AU18_0332",34,"a","D6g",6,53,1159,0.0457290767903365,"D6g"
"764","AU18_0332",34,"a","2282560_C",7,60,1159,0.0517687661777394,"2282560_C"
"765","AU18_0332",34,"a","D1r",7,67,1159,0.0578084555651424,"D1r"
"766","AU18_0332",34,"a","37253_C",8,75,1159,0.0647109577221743,"37253_C"
"767","AU18_0332",34,"a","D6c",8,83,1159,0.0716134598792062,"D6c"
"768","AU18_0332",34,"a","D17e",8,91,1159,0.0785159620362381,"D17e"
"769","AU18_0332",34,"a","172931_D",9,100,1159,0.086281276962899,"172931_D"
"770","AU18_0332",34,"a","1147954_C",12,112,1159,0.0966350301984469,"1147954_C"
"771","AU18_0332",34,"a","1611788_C",15,127,1159,0.109577221742882,"1611788_C"
"772","AU18_0332",34,"a","C22ah",22,149,1159,0.12855910267472,"C22ah"
"773","AU18_0332",34,"a","D4",29,178,1159,0.15358067299396,"D4"
"774","AU18_0332",34,"a","D6",40,218,1159,0.18809318377912,"D6"
"775","AU18_0332",34,"a","D1d",68,286,1159,0.246764452113891,"D1d"
"776","AU18_0332",34,"a","C3",95,381,1159,0.328731665228645,"C3"
"777","AU18_0332",34,"a","C22ad",142,523,1159,0.451251078515962,"C22ad"
"778","AU18_0332",34,"a","C22",271,794,1159,0.685073339085418,"C22"
"779","AU18_0332",34,"a","D1",365,1159,1159,1,"D1"
"780","AU18_0359",35,"a","37253_C",38,38,6269,0.00606157281863136,"37253_C"
"781","AU18_0359",35,"a","1630543_C",51,89,6269,0.0141968416015313,"1630543_C"
"782","AU18_0359",35,"a","1147954_C",82,171,6269,0.0272770776838411,"1147954_C"
"783","AU18_0359",35,"a","1148411_C",87,258,6269,0.0411548891370234,"1148411_C"
"784","AU18_0359",35,"a","1645568_C",113,371,6269,0.059180092518743,"1645568_C"
"785","AU18_0359",35,"a","1611788_C",127,498,6269,0.0794385069389057,"1611788_C"
"786","AU18_0359",35,"a","C22ah",235,733,6269,0.116924549369915,"C22ah"
"787","AU18_0359",35,"a","C3",728,1461,6269,0.233051523368958,"C3"
"788","AU18_0359",35,"a","C22ad",1345,2806,6269,0.447599298133674,"C22ad"
"789","AU18_0359",35,"a","C22",3463,6269,6269,1,"C22"
"790","AU18_0387",36,"a","95341_C",26,26,5952,0.00436827956989247,"95341_C"
"791","AU18_0387",36,"a","2885755_C",27,53,5952,0.00890456989247312,"2885755_C"
"792","AU18_0387",36,"a","2885754_C",29,82,5952,0.0137768817204301,"2885754_C"
"793","AU18_0387",36,"a","1328437_C",30,112,5952,0.0188172043010753,"1328437_C"
"794","AU18_0387",36,"a","170670_C",30,142,5952,0.0238575268817204,"170670_C"
"795","AU18_0387",36,"a","C42ao",33,175,5952,0.0294018817204301,"C42ao"
"796","AU18_0387",36,"a","159911_C",34,209,5952,0.035114247311828,"159911_C"
"797","AU18_0387",36,"a","2885753_C",34,243,5952,0.0408266129032258,"2885753_C"
"798","AU18_0387",36,"a","1183302_C",38,281,5952,0.0472110215053763,"1183302_C"
"799","AU18_0387",36,"a","C1hj",40,321,5952,0.0539314516129032,"C1hj"
"800","AU18_0387",36,"a","1655375_C",40,361,5952,0.0606518817204301,"1655375_C"
"801","AU18_0387",36,"a","2885752_C",41,402,5952,0.0675403225806452,"2885752_C"
"802","AU18_0387",36,"a","1655376_C",42,444,5952,0.0745967741935484,"1655376_C"
"803","AU18_0387",36,"a","C1w",45,489,5952,0.0821572580645161,"C1w"
"804","AU18_0387",36,"a","1707858_C",51,540,5952,0.0907258064516129,"1707858_C"
"805","AU18_0387",36,"a","1194550_C",61,601,5952,0.100974462365591,"1194550_C"
"806","AU18_0387",36,"a","29115_C",62,663,5952,0.111391129032258,"29115_C"
"807","AU18_0387",36,"a","C9a",64,727,5952,0.122143817204301,"C9a"
"808","AU18_0387",36,"a","93899_C",70,797,5952,0.133904569892473,"93899_C"
"809","AU18_0387",36,"a","20466_C",72,869,5952,0.146001344086022,"20466_C"
"810","AU18_0387",36,"a","414389_C",80,949,5952,0.159442204301075,"414389_C"
"811","AU18_0387",36,"a","C1gy",131,1080,5952,0.181451612903226,"C1gy"
"812","AU18_0387",36,"a","C3wo",136,1216,5952,0.204301075268817,"C3wo"
"813","AU18_0387",36,"a","44745_C",169,1385,5952,0.232694892473118,"44745_C"
"814","AU18_0387",36,"a","19548_C",176,1561,5952,0.262264784946237,"19548_C"
"815","AU18_0387",36,"a","47106_C",189,1750,5952,0.294018817204301,"47106_C"
"816","AU18_0387",36,"a","C1b",192,1942,5952,0.32627688172043,"C1b"
"817","AU18_0387",36,"a","C1dy",248,2190,5952,0.367943548387097,"C1dy"
"818","AU18_0387",36,"a","C1by",452,2642,5952,0.443884408602151,"C1by"
"819","AU18_0387",36,"a","C1ab",564,3206,5952,0.53864247311828,"C1ab"
"820","AU18_0387",36,"a","C1gw",606,3812,5952,0.640456989247312,"C1gw"
"821","AU18_0387",36,"a","C42.2",788,4600,5952,0.772849462365591,"C42.2"
"822","AU18_0387",36,"a","C1",1352,5952,5952,1,"C1"
"823","AU18_0388",37,"a","37253_C",47,47,6912,0.00679976851851852,"37253_C"
"824","AU18_0388",37,"a","1612485_C",50,97,6912,0.0140335648148148,"1612485_C"
"825","AU18_0388",37,"a","1630543_C",51,148,6912,0.021412037037037,"1630543_C"
"826","AU18_0388",37,"a","1147954_C",99,247,6912,0.0357349537037037,"1147954_C"
"827","AU18_0388",37,"a","1148411_C",115,362,6912,0.0523726851851852,"1148411_C"
"828","AU18_0388",37,"a","1611788_C",123,485,6912,0.0701678240740741,"1611788_C"
"829","AU18_0388",37,"a","1645568_C",124,609,6912,0.0881076388888889,"1645568_C"
"830","AU18_0388",37,"a","C22ah",262,871,6912,0.126012731481481,"C22ah"
"831","AU18_0388",37,"a","C3",654,1525,6912,0.220630787037037,"C3"
"832","AU18_0388",37,"a","C22ad",1522,3047,6912,0.440827546296296,"C22ad"
"833","AU18_0388",37,"a","C22",3865,6912,6912,1,"C22"
"834","AU18_0389",38,"a","D1",4,4,5953,0.000671930119267596,"D1"
"835","AU18_0389",38,"a","1626916_C",26,30,5953,0.00503947589450697,"1626916_C"
"836","AU18_0389",38,"a","37253_C",43,73,5953,0.0122627246766336,"37253_C"
"837","AU18_0389",38,"a","C21",43,116,5953,0.0194859734587603,"C21"
"838","AU18_0389",38,"a","1630543_C",47,163,5953,0.0273811523601545,"1630543_C"
"839","AU18_0389",38,"a","1147954_C",91,254,5953,0.0426675625734924,"1147954_C"
"840","AU18_0389",38,"a","1148411_C",93,347,5953,0.058289937846464,"1148411_C"
"841","AU18_0389",38,"a","1645568_C",103,450,5953,0.0755921384176046,"1645568_C"
"842","AU18_0389",38,"a","1611788_C",104,554,5953,0.0930623215185621,"1611788_C"
"843","AU18_0389",38,"a","C22ah",234,788,5953,0.132370233495716,"C22ah"
"844","AU18_0389",38,"a","C3",724,1512,5953,0.253989585083151,"C3"
"845","AU18_0389",38,"a","C22ad",1191,2703,5953,0.454056778095078,"C22ad"
"846","AU18_0389",38,"a","C22",3250,5953,5953,1,"C22"
"847","AU18_0432",39,"a","1630513_C",13,13,2722,0.00477590007347539,"1630513_C"
"848","AU18_0432",39,"a","C21",14,27,2722,0.00991917707567965,"C21"
"849","AU18_0432",39,"a","1612485_C",15,42,2722,0.0154298310066128,"1612485_C"
"850","AU18_0432",39,"a","1622915_C",18,60,2722,0.0220426157237326,"1622915_C"
"851","AU18_0432",39,"a","1630543_C",20,80,2722,0.0293901542983101,"1630543_C"
"852","AU18_0432",39,"a","1147954_C",21,101,2722,0.0371050698016165,"1147954_C"
"853","AU18_0432",39,"a","2786619_C",21,122,2722,0.0448199853049229,"2786619_C"
"854","AU18_0432",39,"a","1645678_C",23,145,2722,0.053269654665687,"1645678_C"
"855","AU18_0432",39,"a","37253_C",33,178,2722,0.0653930933137399,"37253_C"
"856","AU18_0432",39,"a","1611788_C",35,213,2722,0.0782512858192505,"1611788_C"
"857","AU18_0432",39,"a","1148411_C",45,258,2722,0.09478324761205,"1148411_C"
"858","AU18_0432",39,"a","1645568_C",48,306,2722,0.112417340191036,"1645568_C"
"859","AU18_0432",39,"a","C22ah",101,407,2722,0.149522409992652,"C22ah"
"860","AU18_0432",39,"a","C3",361,768,2722,0.282145481263777,"C3"
"861","AU18_0432",39,"a","C22ad",556,1324,2722,0.486407053637032,"C22ad"
"862","AU18_0432",39,"a","C22",1398,2722,2722,1,"C22"
"863","AU18_0456",40,"a","C3dw",13,13,3397,0.00382690609361201,"C3dw"
"864","AU18_0456",40,"a","1670084_C",15,28,3397,0.00824256697085664,"1670084_C"
"865","AU18_0456",40,"a","C21",16,44,3397,0.0129526052399176,"C21"
"866","AU18_0456",40,"a","1630513_C",17,61,3397,0.0179570209007948,"1630513_C"
"867","AU18_0456",40,"a","1612485_C",18,79,3397,0.0232558139534884,"1612485_C"
"868","AU18_0456",40,"a","1630543_C",20,99,3397,0.0291433617898145,"1630543_C"
"869","AU18_0456",40,"a","1147954_C",28,127,3397,0.0373859287606712,"1147954_C"
"870","AU18_0456",40,"a","1645678_C",30,157,3397,0.0462172505151604,"1645678_C"
"871","AU18_0456",40,"a","1611788_C",35,192,3397,0.0565204592287312,"1611788_C"
"872","AU18_0456",40,"a","37253_C",38,230,3397,0.067706800117751,"37253_C"
"873","AU18_0456",40,"a","1148411_C",39,269,3397,0.079187518398587,"1148411_C"
"874","AU18_0456",40,"a","1645568_C",54,323,3397,0.0950838975566676,"1645568_C"
"875","AU18_0456",40,"a","C22ah",111,434,3397,0.127759788048278,"C22ah"
"876","AU18_0456",40,"a","C3",501,935,3397,0.275242861348248,"C3"
"877","AU18_0456",40,"a","C22ad",688,1623,3397,0.477774506917869,"C22ad"
"878","AU18_0456",40,"a","C22",1774,3397,3397,1,"C22"
"879","AU18_0457",41,"a","C21",8,8,1798,0.00444938820912125,"C21"
"880","AU18_0457",41,"a","1670426_C",10,18,1798,0.0100111234705228,"1670426_C"
"881","AU18_0457",41,"a","1612485_C",11,29,1798,0.0161290322580645,"1612485_C"
"882","AU18_0457",41,"a","1645877_C",11,40,1798,0.0222469410456062,"1645877_C"
"883","AU18_0457",41,"a","C22ah",27,67,1798,0.0372636262513904,"C22ah"
"884","AU18_0457",41,"a","37253_C",31,98,1798,0.0545050055617353,"37253_C"
"885","AU18_0457",41,"a","C3",269,367,1798,0.204115684093437,"C3"
"886","AU18_0457",41,"a","C22",553,920,1798,0.511679644048943,"C22"
"887","AU18_0457",41,"a","C22ad",878,1798,1798,1,"C22ad"
"888","AU18_0458",42,"a","1670084_C",24,24,5805,0.0041343669250646,"1670084_C"
"889","AU18_0458",42,"a","37253_C",29,53,5805,0.00913006029285099,"37253_C"
"890","AU18_0458",42,"a","1630543_C",43,96,5805,0.0165374677002584,"1630543_C"
"891","AU18_0458",42,"a","1147954_C",72,168,5805,0.0289405684754522,"1147954_C"
"892","AU18_0458",42,"a","1148411_C",82,250,5805,0.0430663221360896,"1148411_C"
"893","AU18_0458",42,"a","2885807_C",84,334,5805,0.0575366063738157,"2885807_C"
"894","AU18_0458",42,"a","1645568_C",102,436,5805,0.0751076658053402,"1645568_C"
"895","AU18_0458",42,"a","1611788_C",104,540,5805,0.0930232558139535,"1611788_C"
"896","AU18_0458",42,"a","C22ah",216,756,5805,0.130232558139535,"C22ah"
"897","AU18_0458",42,"a","C3",569,1325,5805,0.228251507321275,"C3"
"898","AU18_0458",42,"a","C22ad",1381,2706,5805,0.466149870801034,"C22ad"
"899","AU18_0458",42,"a","C22",3099,5805,5805,1,"C22"
"900","AU18_0459",43,"a","2174376_C",17,17,3937,0.00431800863601727,"2174376_C"
"901","AU18_0459",43,"a","37253_C",20,37,3937,0.00939801879603759,"37253_C"
"902","AU18_0459",43,"a","1626916_C",20,57,3937,0.0144780289560579,"1626916_C"
"903","AU18_0459",43,"a","1670084_C",21,78,3937,0.0198120396240792,"1670084_C"
"904","AU18_0459",43,"a","1622915_C",25,103,3937,0.0261620523241046,"1622915_C"
"905","AU18_0459",43,"a","2786619_C",27,130,3937,0.0330200660401321,"2786619_C"
"906","AU18_0459",43,"a","1612485_C",30,160,3937,0.0406400812801626,"1612485_C"
"907","AU18_0459",43,"a","1630543_C",31,191,3937,0.0485140970281941,"1630543_C"
"908","AU18_0459",43,"a","1147954_C",51,242,3937,0.0614681229362459,"1147954_C"
"909","AU18_0459",43,"a","1148411_C",62,304,3937,0.0772161544323089,"1148411_C"
"910","AU18_0459",43,"a","1611788_C",73,377,3937,0.095758191516383,"1611788_C"
"911","AU18_0459",43,"a","1645568_C",77,454,3937,0.115316230632461,"1645568_C"
"912","AU18_0459",43,"a","C22ah",178,632,3937,0.160528321056642,"C22ah"
"913","AU18_0459",43,"a","C3",445,1077,3937,0.273558547117094,"C3"
"914","AU18_0459",43,"a","C22ad",744,1821,3937,0.46253492506985,"C22ad"
"915","AU18_0459",43,"a","C22",2116,3937,3937,1,"C22"
"916","AU18_0460",44,"b","1626916_C",15,15,3840,0.00390625,"1626916_C"
"917","AU18_0460",44,"b","1630513_C",18,33,3840,0.00859375,"1630513_C"
"918","AU18_0460",44,"b","1670084_C",20,53,3840,0.0138020833333333,"1670084_C"
"919","AU18_0460",44,"b","1630543_C",32,85,3840,0.0221354166666667,"1630543_C"
"920","AU18_0460",44,"b","1612485_C",32,117,3840,0.03046875,"1612485_C"
"921","AU18_0460",44,"b","1645678_C",35,152,3840,0.0395833333333333,"1645678_C"
"922","AU18_0460",44,"b","1645568_C",46,198,3840,0.0515625,"1645568_C"
"923","AU18_0460",44,"b","37253_C",49,247,3840,0.0643229166666667,"37253_C"
"924","AU18_0460",44,"b","1148411_C",60,307,3840,0.0799479166666667,"1148411_C"
"925","AU18_0460",44,"b","1147954_C",61,368,3840,0.0958333333333333,"1147954_C"
"926","AU18_0460",44,"b","1611788_C",63,431,3840,0.112239583333333,"1611788_C"
"927","AU18_0460",44,"b","C22ah",122,553,3840,0.144010416666667,"C22ah"
"928","AU18_0460",44,"b","C3",471,1024,3840,0.266666666666667,"C3"
"929","AU18_0460",44,"b","C22ad",891,1915,3840,0.498697916666667,"C22ad"
"930","AU18_0460",44,"b","C22",1925,3840,3840,1,"C22"
"931","AU18_0463",45,"b","22281_C",34,34,7764,0.00437918598660484,"22281_C"
"932","AU18_0463",45,"b","22136_C",34,68,7764,0.00875837197320969,"22136_C"
"933","AU18_0463",45,"b","22284_C",41,109,7764,0.0140391550747038,"22284_C"
"934","AU18_0463",45,"b","3289_C",43,152,7764,0.0195775373518805,"3289_C"
"935","AU18_0463",45,"b","21067_C",43,195,7764,0.0251159196290572,"21067_C"
"936","AU18_0463",45,"b","C50v",44,239,7764,0.0307831014940752,"C50v"
"937","AU18_0463",45,"b","C1al",52,291,7764,0.0374806800618238,"C1al"
"938","AU18_0463",45,"b","C3.12",63,354,7764,0.0455950540958269,"C3.12"
"939","AU18_0463",45,"b","C42ay",66,420,7764,0.0540958268933539,"C42ay"
"940","AU18_0463",45,"b","C1cv",79,499,7764,0.0642709943328181,"C1cv"
"941","AU18_0463",45,"b","C1gq",109,608,7764,0.0783101494075219,"C1gq"
"942","AU18_0463",45,"b","C1cb",132,740,7764,0.095311695002576,"C1cb"
"943","AU18_0463",45,"b","C1br",172,912,7764,0.117465224111283,"C1br"
"944","AU18_0463",45,"b","C1bh",175,1087,7764,0.140005151983514,"C1bh"
"945","AU18_0463",45,"b","C3.2",185,1272,7764,0.163833075734158,"C3.2"
"946","AU18_0463",45,"b","22134_C",233,1505,7764,0.193843379701185,"22134_C"
"947","AU18_0463",45,"b","C50f",259,1764,7764,0.227202472952087,"C50f"
"948","AU18_0463",45,"b","C42.2",361,2125,7764,0.273699124162803,"C42.2"
"949","AU18_0463",45,"b","C50cg",449,2574,7764,0.331530139103555,"C50cg"
"950","AU18_0463",45,"b","C1c",477,3051,7764,0.392967542503864,"C1c"
"951","AU18_0463",45,"b","C3bm",529,3580,7764,0.461102524471922,"C3bm"
"952","AU18_0463",45,"b","C1b",552,4132,7764,0.53219989696033,"C1b"
"953","AU18_0463",45,"b","C3",707,4839,7764,0.623261205564142,"C3"
"954","AU18_0463",45,"b","C1",1319,6158,7764,0.793147861926842,"C1"
"955","AU18_0463",45,"b","C50b",1606,7764,7764,1,"C50b"
"956","AU18_0468",46,"b","C54l",4,4,6629,0.000603409262332177,"C54l"
"957","AU18_0468",46,"b","C1cb",4,8,6629,0.00120681852466435,"C1cb"
"958","AU18_0468",46,"b","C50b",5,13,6629,0.00196108010257957,"C50b"
"959","AU18_0468",46,"b","C1an",5,18,6629,0.0027153416804948,"C1an"
"960","AU18_0468",46,"b","C22ad",6,24,6629,0.00362045557399306,"C22ad"
"961","AU18_0468",46,"b","C8",6,30,6629,0.00452556946749133,"C8"
"962","AU18_0468",46,"b","C1ao",6,36,6629,0.00543068336098959,"C1ao"
"963","AU18_0468",46,"b","C22",7,43,6629,0.0064866495700709,"C22"
"964","AU18_0468",46,"b","C72k",7,50,6629,0.00754261577915221,"C72k"
"965","AU18_0468",46,"b","C1b",9,59,6629,0.00890028661939961,"C1b"
"966","AU18_0468",46,"b","C1am",10,69,6629,0.01040880977523,"C1am"
