"","sample.ID","rn","facet_column","seq.ID","abundance","cumulative_abundance","total_abundance","cumulative_percentage","fill_col"
"1286","AU18_0599",64,"b","D6",250,1509,6047,0.249545229039193,"D6"
"1287","AU18_0599",64,"b","D1",307,1816,6047,0.300314205391103,"D1"
"1288","AU18_0599",64,"b","C3",563,2379,6047,0.393418223912684,"C3"
"1289","AU18_0599",64,"b","C22ad",887,3266,6047,0.540102530180255,"C22ad"
"1290","AU18_0599",64,"b","D1ej",1322,4588,6047,0.758723333884571,"D1ej"
"1291","AU18_0599",64,"b","C22",1459,6047,6047,1,"C22"
"1292","AU18_0612",65,"b","C42.2",24,24,5483,0.00437716578515411,"C42.2"
"1293","AU18_0612",65,"b","2786619_C",27,51,5483,0.00930147729345249,"2786619_C"
"1294","AU18_0612",65,"b","1622915_C",29,80,5483,0.0145905526171804,"1622915_C"
"1295","AU18_0612",65,"b","1630543_C",41,121,5483,0.0220682108334853,"1630543_C"
"1296","AU18_0612",65,"b","37253_C",44,165,5483,0.0300930147729345,"37253_C"
"1297","AU18_0612",65,"b","C1b",51,216,5483,0.039394492066387,"C1b"
"1298","AU18_0612",65,"b","1611788_C",74,290,5483,0.0528907532372789,"1611788_C"
"1299","AU18_0612",65,"b","1147954_C",76,366,5483,0.0667517782236002,"1147954_C"
"1300","AU18_0612",65,"b","1148411_C",79,445,5483,0.0811599489330658,"1148411_C"
"1301","AU18_0612",65,"b","C22ai",102,547,5483,0.0997629035199708,"C22ai"
"1302","AU18_0612",65,"b","C22ah",189,736,5483,0.134233084078059,"C22ah"
"1303","AU18_0612",65,"b","C1",433,1169,5483,0.213204450118548,"C1"
"1304","AU18_0612",65,"b","C3",638,1807,5483,0.329564107240562,"C3"
"1305","AU18_0612",65,"b","C22ad",1144,2951,5483,0.538209009666241,"C22ad"
"1306","AU18_0612",65,"b","C22",2532,5483,5483,1,"C22"
"1307","AU18_0614",66,"b","1626916_C",36,36,7309,0.0049254343959502,"1626916_C"
"1308","AU18_0614",66,"b","1611789_C",39,75,7309,0.0102613216582296,"1611789_C"
"1309","AU18_0614",66,"b","1612485_C",45,120,7309,0.0164181146531673,"1612485_C"
"1310","AU18_0614",66,"b","37253_C",52,172,7309,0.0235326310028732,"37253_C"
"1311","AU18_0614",66,"b","1630543_C",64,236,7309,0.0322889588178957,"1630543_C"
"1312","AU18_0614",66,"b","1148411_C",108,344,7309,0.0470652620057463,"1148411_C"
"1313","AU18_0614",66,"b","1645568_C",121,465,7309,0.0636201942810234,"1645568_C"
"1314","AU18_0614",66,"b","1147954_C",141,606,7309,0.082911478998495,"1147954_C"
"1315","AU18_0614",66,"b","1611788_C",169,775,7309,0.106033657135039,"1611788_C"
"1316","AU18_0614",66,"b","C22ah",230,1005,7309,0.137501710220276,"C22ah"
"1317","AU18_0614",66,"b","C3",905,1910,7309,0.26132165822958,"C3"
"1318","AU18_0614",66,"b","C22ad",1719,3629,7309,0.496511150636202,"C22ad"
"1319","AU18_0614",66,"b","C22",3680,7309,7309,1,"C22"
"1320","AU18_0615",67,"b","C21",28,28,4488,0.00623885918003565,"C21"
"1321","AU18_0615",67,"b","1611789_C",37,65,4488,0.0144830659536542,"1611789_C"
"1322","AU18_0615",67,"b","1626916_C",38,103,4488,0.0229500891265597,"1626916_C"
"1323","AU18_0615",67,"b","2174376_C",45,148,4488,0.0329768270944742,"2174376_C"
"1324","AU18_0615",67,"b","1148411_C",50,198,4488,0.0441176470588235,"1148411_C"
"1325","AU18_0615",67,"b","1630543_C",55,253,4488,0.0563725490196078,"1630543_C"
"1326","AU18_0615",67,"b","1645568_C",56,309,4488,0.0688502673796791,"1645568_C"
"1327","AU18_0615",67,"b","1147954_C",83,392,4488,0.0873440285204991,"1147954_C"
"1328","AU18_0615",67,"b","1611788_C",145,537,4488,0.119652406417112,"1611788_C"
"1329","AU18_0615",67,"b","C22ah",218,755,4488,0.168226381461676,"C22ah"
"1330","AU18_0615",67,"b","C3",398,1153,4488,0.256907308377897,"C3"
"1331","AU18_0615",67,"b","C22ad",651,1804,4488,0.401960784313726,"C22ad"
"1332","AU18_0615",67,"b","C22",2684,4488,4488,1,"C22"
"1333","AU18_0617",68,"b","1613357_C",22,22,5456,0.00403225806451613,"1613357_C"
"1334","AU18_0617",68,"b","C1",23,45,5456,0.00824780058651026,"C1"
"1335","AU18_0617",68,"b","21025_C",28,73,5456,0.0133797653958944,"21025_C"
"1336","AU18_0617",68,"b","1630543_C",36,109,5456,0.0199780058651026,"1630543_C"
"1337","AU18_0617",68,"b","1148411_C",45,154,5456,0.0282258064516129,"1148411_C"
"1338","AU18_0617",68,"b","1612485_C",45,199,5456,0.0364736070381232,"1612485_C"
"1339","AU18_0617",68,"b","1147954_C",48,247,5456,0.0452712609970675,"1147954_C"
"1340","AU18_0617",68,"b","1645568_C",79,326,5456,0.0597507331378299,"1645568_C"
"1341","AU18_0617",68,"b","1611788_C",81,407,5456,0.0745967741935484,"1611788_C"
"1342","AU18_0617",68,"b","37253_C",97,504,5456,0.092375366568915,"37253_C"
"1343","AU18_0617",68,"b","C22ah",160,664,5456,0.121700879765396,"C22ah"
"1344","AU18_0617",68,"b","C3",985,1649,5456,0.302236070381232,"C3"
"1345","AU18_0617",68,"b","C22ad",1408,3057,5456,0.560300586510264,"C22ad"
"1346","AU18_0617",68,"b","C22",2399,5456,5456,1,"C22"
"1347","AU18_0632",69,"b","65155_C",4,4,4227,0.000946297610598533,"65155_C"
"1348","AU18_0632",69,"b","C1bh",18,22,4227,0.00520463685829193,"C1bh"
"1349","AU18_0632",69,"b","2885770_C",19,41,4227,0.00969955050863497,"2885770_C"
"1350","AU18_0632",69,"b","C3sk",26,67,4227,0.0158504849775254,"C3sk"
"1351","AU18_0632",69,"b","C72k",27,94,4227,0.0222379938490655,"C72k"
"1352","AU18_0632",69,"b","37253_C",28,122,4227,0.0288620771232553,"37253_C"
"1353","AU18_0632",69,"b","C1br",30,152,4227,0.0359593092027443,"C1br"
"1354","AU18_0632",69,"b","C1cv",30,182,4227,0.0430565412822333,"C1cv"
"1355","AU18_0632",69,"b","C3si",31,213,4227,0.0503903477643719,"C3si"
"1356","AU18_0632",69,"b","C3.2",34,247,4227,0.0584338774544594,"C3.2"
"1357","AU18_0632",69,"b","C22ai",54,301,4227,0.0712088951975396,"C22ai"
"1358","AU18_0632",69,"b","C1c",58,359,4227,0.0849302105512184,"C1c"
"1359","AU18_0632",69,"b","25889_C",59,418,4227,0.0988881003075467,"25889_C"
"1360","AU18_0632",69,"b","C42.2",72,490,4227,0.11592145729832,"C42.2"
"1361","AU18_0632",69,"b","C1b",84,574,4227,0.13579370712089,"C1b"
"1362","AU18_0632",69,"b","C3bf",86,660,4227,0.156139105748758,"C3bf"
"1363","AU18_0632",69,"b","1714311_C",91,751,4227,0.177667376389875,"1714311_C"
"1364","AU18_0632",69,"b","C22ad",119,870,4227,0.205819730305181,"C22ad"
"1365","AU18_0632",69,"b","C3vb",173,1043,4227,0.246747101963568,"C3vb"
"1366","AU18_0632",69,"b","C3be",240,1283,4227,0.30352495859948,"C3be"
"1367","AU18_0632",69,"b","C22",270,1553,4227,0.36740004731488,"C22"
"1368","AU18_0632",69,"b","C3",590,2143,4227,0.506978944878164,"C3"
"1369","AU18_0632",69,"b","C3n",949,3092,4227,0.731488052992666,"C3n"
"1370","AU18_0632",69,"b","C1",1135,4227,4227,1,"C1"
"1371","AU18_0685",70,"b","C1",13,13,3330,0.0039039039039039,"C1"
"1372","AU18_0685",70,"b","1670084_C",14,27,3330,0.00810810810810811,"1670084_C"
"1373","AU18_0685",70,"b","2174376_C",18,45,3330,0.0135135135135135,"2174376_C"
"1374","AU18_0685",70,"b","1626916_C",20,65,3330,0.0195195195195195,"1626916_C"
"1375","AU18_0685",70,"b","1148411_C",21,86,3330,0.0258258258258258,"1148411_C"
"1376","AU18_0685",70,"b","1630543_C",31,117,3330,0.0351351351351351,"1630543_C"
"1377","AU18_0685",70,"b","1645568_C",56,173,3330,0.051951951951952,"1645568_C"
"1378","AU18_0685",70,"b","1147954_C",62,235,3330,0.0705705705705706,"1147954_C"
"1379","AU18_0685",70,"b","1611788_C",77,312,3330,0.0936936936936937,"1611788_C"
"1380","AU18_0685",70,"b","C22ah",166,478,3330,0.143543543543544,"C22ah"
"1381","AU18_0685",70,"b","C3",225,703,3330,0.211111111111111,"C3"
"1382","AU18_0685",70,"b","C22ad",915,1618,3330,0.485885885885886,"C22ad"
"1383","AU18_0685",70,"b","C22",1712,3330,3330,1,"C22"
"1384","AU18_0686",71,"b","333087_C",16,16,3740,0.00427807486631016,"333087_C"
"1385","AU18_0686",71,"b","21025_C",19,35,3740,0.00935828877005348,"21025_C"
"1386","AU18_0686",71,"b","C1",21,56,3740,0.0149732620320856,"C1"
"1387","AU18_0686",71,"b","1611789_C",22,78,3740,0.020855614973262,"1611789_C"
"1388","AU18_0686",71,"b","1613357_C",23,101,3740,0.0270053475935829,"1613357_C"
"1389","AU18_0686",71,"b","2174376_C",24,125,3740,0.0334224598930481,"2174376_C"
"1390","AU18_0686",71,"b","37253_C",30,155,3740,0.0414438502673797,"37253_C"
"1391","AU18_0686",71,"b","1148411_C",34,189,3740,0.0505347593582888,"1148411_C"
"1392","AU18_0686",71,"b","1147954_C",48,237,3740,0.0633689839572193,"1147954_C"
"1393","AU18_0686",71,"b","C21",49,286,3740,0.0764705882352941,"C21"
"1394","AU18_0686",71,"b","1611788_C",53,339,3740,0.0906417112299465,"1611788_C"
"1395","AU18_0686",71,"b","1645568_C",61,400,3740,0.106951871657754,"1645568_C"
"1396","AU18_0686",71,"b","C22ah",156,556,3740,0.148663101604278,"C22ah"
"1397","AU18_0686",71,"b","C22ad",664,1220,3740,0.32620320855615,"C22ad"
"1398","AU18_0686",71,"b","C3",876,2096,3740,0.560427807486631,"C3"
"1399","AU18_0686",71,"b","C22",1644,3740,3740,1,"C22"
"1400","AU18_0688",72,"b","1626916_C",23,23,5554,0.00414115952466691,"1626916_C"
"1401","AU18_0688",72,"b","37253_C",32,55,5554,0.00990277277637738,"37253_C"
"1402","AU18_0688",72,"b","1630543_C",35,90,5554,0.0162045372704357,"1630543_C"
"1403","AU18_0688",72,"b","1612485_C",42,132,5554,0.0237666546633057,"1612485_C"
"1404","AU18_0688",72,"b","1148411_C",66,198,5554,0.0356499819949586,"1148411_C"
"1405","AU18_0688",72,"b","1147954_C",94,292,5554,0.0525747209218581,"1147954_C"
"1406","AU18_0688",72,"b","1645568_C",103,395,5554,0.0711199135758012,"1645568_C"
"1407","AU18_0688",72,"b","1611788_C",115,510,5554,0.0918257111991358,"1611788_C"
"1408","AU18_0688",72,"b","C1",123,633,5554,0.113971912135398,"C1"
"1409","AU18_0688",72,"b","C22ah",193,826,5554,0.148721642059777,"C22ah"
"1410","AU18_0688",72,"b","C3",513,1339,5554,0.24108750450126,"C3"
"1411","AU18_0688",72,"b","C22ad",1055,2394,5554,0.43104069139359,"C22ad"
"1412","AU18_0688",72,"b","C22",3160,5554,5554,1,"C22"
"1413","AU18_0692",73,"b","1630513_C",30,30,6224,0.00482005141388175,"1630513_C"
"1414","AU18_0692",73,"b","1147954_C",43,73,6224,0.0117287917737789,"1147954_C"
"1415","AU18_0692",73,"b","1611789_C",47,120,6224,0.019280205655527,"1611789_C"
"1416","AU18_0692",73,"b","1662001_C",50,170,6224,0.0273136246786632,"1662001_C"
"1417","AU18_0692",73,"b","C22ah",52,222,6224,0.0356683804627249,"C22ah"
"1418","AU18_0692",73,"b","1612485_C",56,278,6224,0.0446658097686375,"1612485_C"
"1419","AU18_0692",73,"b","C1",62,340,6224,0.0546272493573265,"C1"
"1420","AU18_0692",73,"b","1148411_C",66,406,6224,0.0652313624678663,"1148411_C"
"1421","AU18_0692",73,"b","1611788_C",142,548,6224,0.0880462724935733,"1611788_C"
"1422","AU18_0692",73,"b","1680592_C",143,691,6224,0.111021850899743,"1680592_C"
"1423","AU18_0692",73,"b","1630681_C",150,841,6224,0.135122107969152,"1630681_C"
"1424","AU18_0692",73,"b","C22ad",672,1513,6224,0.243091259640103,"C22ad"
"1425","AU18_0692",73,"b","C3",748,2261,6224,0.363271208226221,"C3"
"1426","AU18_0692",73,"b","C22",3963,6224,6224,1,"C22"
"1427","AU18_0695",74,"b","C3ju",24,24,5564,0.00431344356578001,"C3ju"
"1428","AU18_0695",74,"b","C1al",26,50,5564,0.0089863407620417,"C1al"
"1429","AU18_0695",74,"b","C1w",32,82,5564,0.0147375988497484,"C1w"
"1430","AU18_0695",74,"b","C72k",35,117,5564,0.0210280373831776,"C72k"
"1431","AU18_0695",74,"b","1148411_C",41,158,5564,0.0283968368080518,"1148411_C"
"1432","AU18_0695",74,"b","37253_C",52,210,5564,0.0377426312005751,"37253_C"
"1433","AU18_0695",74,"b","C1b",59,269,5564,0.0483465132997843,"C1b"
"1434","AU18_0695",74,"b","1147954_C",60,329,5564,0.0591301222142344,"1147954_C"
"1435","AU18_0695",74,"b","1611788_C",78,407,5564,0.0731488138030194,"1611788_C"
"1436","AU18_0695",74,"b","C1c",79,486,5564,0.0873472322070453,"C1c"
"1437","AU18_0695",74,"b","C22ai",140,626,5564,0.112508986340762,"C22ai"
"1438","AU18_0695",74,"b","C22ah",170,796,5564,0.143062544931704,"C22ah"
"1439","AU18_0695",74,"b","C3",558,1354,5564,0.243350107836089,"C3"
"1440","AU18_0695",74,"b","C22ad",850,2204,5564,0.396117900790798,"C22ad"
"1441","AU18_0695",74,"b","C1",1421,3625,5564,0.651509705248023,"C1"
"1442","AU18_0695",74,"b","C22",1939,5564,5564,1,"C22"
"1443","AU18_0696",75,"b","1626916_C",13,13,2999,0.00433477825941981,"1626916_C"
"1444","AU18_0696",75,"b","21025_C",13,26,2999,0.00866955651883961,"21025_C"
"1445","AU18_0696",75,"b","1653201_C",19,45,2999,0.0150050016672224,"1653201_C"
"1446","AU18_0696",75,"b","2174376_C",22,67,2999,0.0223407802600867,"2174376_C"
"1447","AU18_0696",75,"b","C21",29,96,2999,0.0320106702234078,"C21"
"1448","AU18_0696",75,"b","1630543_C",29,125,2999,0.0416805601867289,"1630543_C"
"1449","AU18_0696",75,"b","1645568_C",35,160,2999,0.053351117039013,"1645568_C"
"1450","AU18_0696",75,"b","1147954_C",51,211,2999,0.0703567855951984,"1147954_C"
"1451","AU18_0696",75,"b","1611788_C",60,271,2999,0.0903634544848283,"1611788_C"
"1452","AU18_0696",75,"b","C22ah",120,391,2999,0.130376792264088,"C22ah"
"1453","AU18_0696",75,"b","C3",372,763,2999,0.254418139379793,"C3"
"1454","AU18_0696",75,"b","C22ad",584,1347,2999,0.449149716572191,"C22ad"
"1455","AU18_0696",75,"b","C22",1652,2999,2999,1,"C22"
"1456","AU18_0700",76,"b","C1bh",31,31,7225,0.00429065743944637,"C1bh"
"1457","AU18_0700",76,"b","C1jx",34,65,7225,0.00899653979238754,"C1jx"
"1458","AU18_0700",76,"b","C1cb",44,109,7225,0.0150865051903114,"C1cb"
"1459","AU18_0700",76,"b","C1br",51,160,7225,0.0221453287197232,"C1br"
"1460","AU18_0700",76,"b","C1w",52,212,7225,0.0293425605536332,"C1w"
"1461","AU18_0700",76,"b","C1cv",52,264,7225,0.0365397923875433,"C1cv"
"1462","AU18_0700",76,"b","C1ge",55,319,7225,0.0441522491349481,"C1ge"
"1463","AU18_0700",76,"b","C22ai",69,388,7225,0.0537024221453287,"C22ai"
"1464","AU18_0700",76,"b","C3ju",80,468,7225,0.0647750865051903,"C3ju"
"1465","AU18_0700",76,"b","C22ad",90,558,7225,0.0772318339100346,"C22ad"
"1466","AU18_0700",76,"b","C1al",97,655,7225,0.0906574394463668,"C1al"
"1467","AU18_0700",76,"b","C72k",117,772,7225,0.106851211072664,"C72k"
"1468","AU18_0700",76,"b","C42.2",122,894,7225,0.123737024221453,"C42.2"
"1469","AU18_0700",76,"b","C22",124,1018,7225,0.140899653979239,"C22"
"1470","AU18_0700",76,"b","C3",229,1247,7225,0.172595155709343,"C3"
"1471","AU18_0700",76,"b","C1b",259,1506,7225,0.208442906574394,"C1b"
"1472","AU18_0700",76,"b","C1c",662,2168,7225,0.300069204152249,"C1c"
"1473","AU18_0700",76,"b","C1",5057,7225,7225,1,"C1"
"1474","AU18_0702",77,"b","1626916_C",14,14,3394,0.00412492634060106,"1626916_C"
"1475","AU18_0702",77,"b","1630543_C",16,30,3394,0.00883912787271656,"1630543_C"
"1476","AU18_0702",77,"b","2885790_C",18,48,3394,0.0141426045963465,"2885790_C"
"1477","AU18_0702",77,"b","1147954_C",24,72,3394,0.0212139068945197,"1147954_C"
"1478","AU18_0702",77,"b","C21",26,98,3394,0.0288744843842074,"C21"
"1479","AU18_0702",77,"b","1148411_C",36,134,3394,0.0394814378314673,"1148411_C"
"1480","AU18_0702",77,"b","1630681_C",39,173,3394,0.0509723040659988,"1630681_C"
"1481","AU18_0702",77,"b","1611788_C",43,216,3394,0.0636417206835592,"1611788_C"
"1482","AU18_0702",77,"b","37253_C",50,266,3394,0.0783736004714202,"37253_C"
"1483","AU18_0702",77,"b","C22ah",57,323,3394,0.0951679434295816,"C22ah"
"1484","AU18_0702",77,"b","C1",121,444,3394,0.130819092516205,"C1"
"1485","AU18_0702",77,"b","C3",425,869,3394,0.256040070713023,"C3"
"1486","AU18_0702",77,"b","C22ad",1055,1924,3394,0.566882734236889,"C22ad"
"1487","AU18_0702",77,"b","C22",1470,3394,3394,1,"C22"
"1488","AU18_0737",78,"b","1612485_C",5,5,1264,0.00395569620253165,"1612485_C"
"1489","AU18_0737",78,"b","1670426_C",5,10,1264,0.00791139240506329,"1670426_C"
"1490","AU18_0737",78,"b","1148411_C",6,16,1264,0.0126582278481013,"1148411_C"
"1491","AU18_0737",78,"b","1611789_C",8,24,1264,0.0189873417721519,"1611789_C"
"1492","AU18_0737",78,"b","1147954_C",10,34,1264,0.0268987341772152,"1147954_C"
"1493","AU18_0737",78,"b","1630543_C",10,44,1264,0.0348101265822785,"1630543_C"
"1494","AU18_0737",78,"b","2885790_C",21,65,1264,0.0514240506329114,"2885790_C"
"1495","AU18_0737",78,"b","C22ah",25,90,1264,0.0712025316455696,"C22ah"
"1496","AU18_0737",78,"b","1611788_C",25,115,1264,0.0909810126582278,"1611788_C"
"1497","AU18_0737",78,"b","1670421_C",25,140,1264,0.110759493670886,"1670421_C"
"1498","AU18_0737",78,"b","1630681_C",34,174,1264,0.137658227848101,"1630681_C"
"1499","AU18_0737",78,"b","C3",101,275,1264,0.21756329113924,"C3"
"1500","AU18_0737",78,"b","C22ad",323,598,1264,0.473101265822785,"C22ad"
"1501","AU18_0737",78,"b","C22",666,1264,1264,1,"C22"
"1502","AU18_0742",79,"b","1626916_C",16,16,3688,0.00433839479392625,"1626916_C"
"1503","AU18_0742",79,"b","1670084_C",18,34,3688,0.00921908893709327,"1670084_C"
"1504","AU18_0742",79,"b","1630543_C",20,54,3688,0.0146420824295011,"1630543_C"
"1505","AU18_0742",79,"b","1612485_C",20,74,3688,0.0200650759219089,"1612485_C"
"1506","AU18_0742",79,"b","C21",31,105,3688,0.028470715835141,"C21"
"1507","AU18_0742",79,"b","37253_C",33,138,3688,0.0374186550976139,"37253_C"
"1508","AU18_0742",79,"b","1148411_C",44,182,3688,0.0493492407809111,"1148411_C"
"1509","AU18_0742",79,"b","1147954_C",45,227,3688,0.0615509761388286,"1147954_C"
"1510","AU18_0742",79,"b","1645568_C",70,297,3688,0.080531453362256,"1645568_C"
"1511","AU18_0742",79,"b","1611788_C",73,370,3688,0.100325379609544,"1611788_C"
"1512","AU18_0742",79,"b","C22ah",125,495,3688,0.134219088937093,"C22ah"
"1513","AU18_0742",79,"b","C3",372,867,3688,0.235086767895879,"C3"
"1514","AU18_0742",79,"b","C22ad",918,1785,3688,0.484002169197397,"C22ad"
"1515","AU18_0742",79,"b","C22",1903,3688,3688,1,"C22"
"1516","AU18_0744",80,"b","C39ab",6,6,3954,0.00151745068285281,"C39ab"
"1517","AU18_0744",80,"b","2885796_C",6,12,3954,0.00303490136570561,"2885796_C"
"1518","AU18_0744",80,"b","24193_C",7,19,3954,0.00480526049570056,"24193_C"
"1519","AU18_0744",80,"b","2885794_C",8,27,3954,0.00682852807283763,"2885794_C"
"1520","AU18_0744",80,"b","C21",9,36,3954,0.00910470409711684,"C21"
"1521","AU18_0744",80,"b","1645719_C",9,45,3954,0.0113808801213961,"1645719_C"
"1522","AU18_0744",80,"b","D17c",9,54,3954,0.0136570561456753,"D17c"
"1523","AU18_0744",80,"b","1630543_C",10,64,3954,0.0161861406170966,"1630543_C"
"1524","AU18_0744",80,"b","1669953_C",10,74,3954,0.018715225088518,"1669953_C"
"1525","AU18_0744",80,"b","D17e",10,84,3954,0.0212443095599393,"D17e"
"1526","AU18_0744",80,"b","2282558_C",11,95,3954,0.0240263024785028,"2282558_C"
"1527","AU18_0744",80,"b","2282561_C",11,106,3954,0.0268082953970663,"2282561_C"
"1528","AU18_0744",80,"b","D1u",11,117,3954,0.0295902883156297,"D1u"
"1529","AU18_0744",80,"b","D17l",12,129,3954,0.0326251896813354,"D17l"
"1530","AU18_0744",80,"b","1626916_C",13,142,3954,0.0359129994941831,"1626916_C"
"1531","AU18_0744",80,"b","2885795_C",13,155,3954,0.0392008093070309,"2885795_C"
"1532","AU18_0744",80,"b","D17d",13,168,3954,0.0424886191198786,"D17d"
"1533","AU18_0744",80,"b","D17j",13,181,3954,0.0457764289327264,"D17j"
"1534","AU18_0744",80,"b","C1",14,195,3954,0.0493171471927162,"C1"
"1535","AU18_0744",80,"b","53111_D",14,209,3954,0.0528578654527061,"53111_D"
"1536","AU18_0744",80,"b","2282560_C",15,224,3954,0.0566514921598381,"2282560_C"
"1537","AU18_0744",80,"b","2885743_D",16,240,3954,0.0606980273141123,"2885743_D"
"1538","AU18_0744",80,"b","1612485_C",17,257,3954,0.0649974709155286,"1612485_C"
"1539","AU18_0744",80,"b","281318_D",20,277,3954,0.0700556398583713,"281318_D"
"1540","AU18_0744",80,"b","223603_D",22,299,3954,0.0756196256954982,"223603_D"
"1541","AU18_0744",80,"b","1611789_C",24,323,3954,0.0816894284269095,"1611789_C"
"1542","AU18_0744",80,"b","2175598_D",26,349,3954,0.088265048052605,"2175598_D"
"1543","AU18_0744",80,"b","1147954_C",31,380,3954,0.0961052099140111,"1147954_C"
"1544","AU18_0744",80,"b","D2",32,412,3954,0.104198280222559,"D2"
"1545","AU18_0744",80,"b","1148411_C",37,449,3954,0.113555892766818,"1148411_C"
"1546","AU18_0744",80,"b","1611788_C",51,500,3954,0.126454223571067,"1611788_C"
"1547","AU18_0744",80,"b","C22ah",55,555,3954,0.140364188163885,"C22ah"
"1548","AU18_0744",80,"b","D4k",58,613,3954,0.155032878098128,"D4k"
"1549","AU18_0744",80,"b","D1id",63,676,3954,0.170966110268083,"D1id"
"1550","AU18_0744",80,"b","D2.2",72,748,3954,0.189175518462317,"D2.2"
"1551","AU18_0744",80,"b","D1ej",89,837,3954,0.211684370257967,"D1ej"
"1552","AU18_0744",80,"b","C3",186,1023,3954,0.258725341426404,"C3"
"1553","AU18_0744",80,"b","C22ad",187,1210,3954,0.306019221041983,"C22ad"
"1554","AU18_0744",80,"b","D6",323,1533,3954,0.387708649468892,"D6"
"1555","AU18_0744",80,"b","D4",503,2036,3954,0.514921598381386,"D4"
"1556","AU18_0744",80,"b","D1",933,2969,3954,0.750885179564997,"D1"
"1557","AU18_0744",80,"b","C22",985,3954,3954,1,"C22"
"1558","AU18_0745",81,"b","C42.2",29,29,7239,0.00400607818759497,"C42.2"
"1559","AU18_0745",81,"b","C1c",42,71,7239,0.00980798452824976,"C1c"
"1560","AU18_0745",81,"b","C1b",45,116,7239,0.0160243127503799,"C1b"
"1561","AU18_0745",81,"b","1612485_C",59,175,7239,0.0241746097527283,"1612485_C"
"1562","AU18_0745",81,"b","1148411_C",62,237,7239,0.032739328636552,"1148411_C"
"1563","AU18_0745",81,"b","37253_C",71,308,7239,0.0425473131648018,"37253_C"
"1564","AU18_0745",81,"b","1611788_C",75,383,7239,0.0529078602016853,"1611788_C"
"1565","AU18_0745",81,"b","1680592_C",86,469,7239,0.0647879541373118,"1680592_C"
"1566","AU18_0745",81,"b","1618884_C",86,555,7239,0.0766680480729383,"1618884_C"
"1567","AU18_0745",81,"b","C22ai",233,788,7239,0.108854814200856,"C22ai"
"1568","AU18_0745",81,"b","C3",504,1292,7239,0.178477690288714,"C3"
"1569","AU18_0745",81,"b","C1",709,2001,7239,0.276419394944053,"C1"
"1570","AU18_0745",81,"b","C22ad",1336,3337,7239,0.460975272827739,"C22ad"
"1571","AU18_0745",81,"b","C22",3902,7239,7239,1,"C22"
"1572","AU18_0747",82,"b","2885743_D",4,4,8322,0.000480653689017063,"2885743_D"
"1573","AU18_0747",82,"b","40982_D",4,8,8322,0.000961307378034126,"40982_D"
"1574","AU18_0747",82,"b","D17c",5,13,8322,0.00156212448930546,"D17c"
"1575","AU18_0747",82,"b","10616_D",5,18,8322,0.00216294160057678,"10616_D"
"1576","AU18_0747",82,"b","7488_D",7,25,8322,0.00300408555635664,"7488_D"
"1577","AU18_0747",82,"b","D1id",8,33,8322,0.00396539293439077,"D1id"
"1578","AU18_0747",82,"b","2175598_D",8,41,8322,0.0049267003124249,"2175598_D"
"1579","AU18_0747",82,"b","D17al",8,49,8322,0.00588800769045902,"D17al"
"1580","AU18_0747",82,"b","D17l",8,57,8322,0.00684931506849315,"D17l"
"1581","AU18_0747",82,"b","D17j",9,66,8322,0.00793078586878154,"D17j"
"1582","AU18_0747",82,"b","D2",11,77,8322,0.00925258351357847,"D2"
"1583","AU18_0747",82,"b","D17e",12,89,8322,0.0106945445806297,"D17e"
"1584","AU18_0747",82,"b","D2.2",13,102,8322,0.0122566690699351,"D2.2"
"1585","AU18_0747",82,"b","D17d",13,115,8322,0.0138187935592406,"D17d"
"1586","AU18_0747",82,"b","D1ej",22,137,8322,0.0164623888488344,"D1ej"
"1587","AU18_0747",82,"b","D4k",25,162,8322,0.0194664744051911,"D4k"
"1588","AU18_0747",82,"b","2885771_C",53,215,8322,0.0258351357846671,"2885771_C"
"1589","AU18_0747",82,"b","1630842_C",57,272,8322,0.0326844508531603,"1630842_C"
"1590","AU18_0747",82,"b","37253_C",60,332,8322,0.0398942561884162,"37253_C"
"1591","AU18_0747",82,"b","1680592_C",76,408,8322,0.0490266762797404,"1680592_C"
"1592","AU18_0747",82,"b","D4",89,497,8322,0.0597212208603701,"D4"
"1593","AU18_0747",82,"b","D6",103,600,8322,0.0720980533525595,"D6"
"1594","AU18_0747",82,"b","1670629_C",117,717,8322,0.0861571737563086,"1670629_C"
"1595","AU18_0747",82,"b","1646070_C",159,876,8322,0.105263157894737,"1646070_C"
"1596","AU18_0747",82,"b","1669316_C",164,1040,8322,0.124969959144436,"1669316_C"
"1597","AU18_0747",82,"b","D1",168,1208,8322,0.145157414083153,"D1"
"1598","AU18_0747",82,"b","2784604_C",259,1467,8322,0.176279740447008,"2784604_C"
"1599","AU18_0747",82,"b","2785985_C",459,1926,8322,0.231434751261716,"2785985_C"
"1600","AU18_0747",82,"b","C3",464,2390,8322,0.287190579187695,"C3"
"1601","AU18_0747",82,"b","C22ad",2905,5295,8322,0.636265320836337,"C22ad"
"1602","AU18_0747",82,"b","C22",3027,8322,8322,1,"C22"
"1603","AU18_0748",83,"b","37253_C",5,5,5331,0.0009379103357719,"37253_C"
"1604","AU18_0748",83,"b","C79",5,10,5331,0.0018758206715438,"C79"
"1605","AU18_0748",83,"b","C79b",5,15,5331,0.0028137310073157,"C79b"
"1606","AU18_0748",83,"b","1084218_C",5,20,5331,0.0037516413430876,"1084218_C"
"1607","AU18_0748",83,"b","C8a",6,26,5331,0.00487713374601388,"C8a"
