"","sample.ID","seq.ID","abundance","fill_col"
"1138","AU18_0615","2174376_C",45,"2174376_C"
"1139","AU18_0111","1148411_C",45,"1148411_C"
"1140","AU18_1123","1611789_C",45,"1611789_C"
"1141","AU18_0589","37253_C",45,"37253_C"
"1142","AU18_0617","1148411_C",45,"1148411_C"
"1143","AU18_0617","1612485_C",45,"1612485_C"
"1144","AU18_0599","D17d",45,"D17d"
"1145","AU18_0745","C1b",45,"C1b"
"1146","AU18_0070","1031429_C",45,"1031429_C"
"1147","AU18_0070","2783481_C",45,"2783481_C"
"1148","AU18_0070","47105_C",45,"47105_C"
"1149","AU18_0311","150940_C",45,"150940_C"
"1150","AU18_0821","2885743_D",45,"2885743_D"
"1151","AU18_1026","C3ju",45,"C3ju"
"1152","AU18_0474","C50f",45,"C50f"
"1153","AU18_0472","C50v",45,"C50v"
"1154","AU18_0387","C1w",45,"C1w"
"1155","AU18_0062","6379_C",45,"6379_C"
"1156","AU18_1037","C1jx",45,"C1jx"
"1157","AU18_0460","1645568_C",46,"1645568_C"
"1158","AU18_1083","1622915_C",46,"1622915_C"
"1159","AU18_1126","1670084_C",46,"1670084_C"
"1160","AU18_1129","1645568_C",46,"1645568_C"
"1161","AU18_1060","1626763_C",46,"1626763_C"
"1162","AU18_0963","C21",46,"C21"
"1163","AU18_0967","1645568_C",46,"1645568_C"
"1164","AU18_0260","1147954_C",46,"1147954_C"
"1165","AU18_0592","C21",46,"C21"
"1166","AU18_0257","C42.2",46,"C42.2"
"1167","AU18_0599","1611788_C",46,"1611788_C"
"1168","AU18_0599","222919_D",46,"222919_D"
"1169","AU18_1035","1611788_C",46,"1611788_C"
"1170","AU18_1075","1626302_C",46,"1626302_C"
"1171","AU18_0748","1148411_C",46,"1148411_C"
"1172","AU18_1122","2885801_D",46,"2885801_D"
"1173","AU18_0288","C39ab",46,"C39ab"
"1174","AU18_0970","C1ge",46,"C1ge"
"1175","AU18_0469","C50a",46,"C50a"
"1176","AU18_0469","266584_C",46,"266584_C"
"1177","AU18_0062","C3ed",46,"C3ed"
"1178","AU18_0062","54364_C",46,"54364_C"
"1179","AU18_1037","C42au",46,"C42au"
"1180","AU18_0388","37253_C",47,"37253_C"
"1181","AU18_0389","1630543_C",47,"1630543_C"
"1182","AU18_0111","1147954_C",47,"1147954_C"
"1183","AU18_1039","1148411_C",47,"1148411_C"
"1184","AU18_1031","37253_C",47,"37253_C"
"1185","AU18_1038","2885805_C",47,"2885805_C"
"1186","AU18_0692","1611789_C",47,"1611789_C"
"1187","AU18_1111","1618884_C",47,"1618884_C"
"1188","AU18_1075","C3ju",47,"C3ju"
"1189","AU18_0311","1031429_C",47,"1031429_C"
"1190","AU18_1125","1645568_C",47,"1645568_C"
"1191","AU18_1041","D6c",47,"D6c"
"1192","AU18_1026","C1cb",47,"C1cb"
"1193","AU18_0063","C3ab",47,"C3ab"
"1194","AU18_0970","C1cv",47,"C1cv"
"1195","AU18_0254","1630543_C",48,"1630543_C"
"1196","AU18_0587","1630543_C",48,"1630543_C"
"1197","AU18_0432","1645568_C",48,"1645568_C"
"1198","AU18_1129","1147954_C",48,"1147954_C"
"1199","AU18_0617","1147954_C",48,"1147954_C"
"1200","AU18_0686","1147954_C",48,"1147954_C"
"1201","AU18_0260","1611788_C",48,"1611788_C"
"1202","AU18_1111","1645568_C",48,"1645568_C"
"1203","AU18_1058","C1hq",48,"C1hq"
"1204","AU18_1078","C1hq",48,"C1hq"
"1205","AU18_0163","965969_C",48,"965969_C"
"1206","AU18_1040","1630543_C",49,"1630543_C"
"1207","AU18_0460","37253_C",49,"37253_C"
"1208","AU18_0256","1645568_C",49,"1645568_C"
"1209","AU18_0686","C21",49,"C21"
"1210","AU18_0599","2885762_C",49,"2885762_C"
"1211","AU18_1032","C1jx",49,"C1jx"
"1212","AU18_0069","91281_C",49,"91281_C"
"1213","AU18_0165","2783442_C",49,"2783442_C"
"1214","AU18_0068","1031429_C",49,"1031429_C"
"1215","AU18_0248","2282565_C",49,"2282565_C"
"1216","AU18_1143","C1b",49,"C1b"
"1217","AU18_0472","C42.2",49,"C42.2"
"1218","AU18_0470","37253_C",49,"37253_C"
"1219","AU18_0388","1612485_C",50,"1612485_C"
"1220","AU18_0961","1626350_C",50,"1626350_C"
"1221","AU18_0331","1148411_C",50,"1148411_C"
"1222","AU18_0615","1148411_C",50,"1148411_C"
"1223","AU18_0111","1611788_C",50,"1611788_C"
"1224","AU18_0702","37253_C",50,"37253_C"
"1225","AU18_1039","37253_C",50,"37253_C"
"1226","AU18_0692","1662001_C",50,"1662001_C"
"1227","AU18_0599","D2c",50,"D2c"
"1228","AU18_1172","1147954_C",50,"1147954_C"
"1229","AU18_0311","2885806_C",50,"2885806_C"
"1230","AU18_0474","21507_C",50,"21507_C"
"1231","AU18_0319","1148411_C",50,"1148411_C"
"1232","AU18_1121","D6c",50,"D6c"
"1233","AU18_0062","2595310_C",50,"2595310_C"
"1234","AU18_0062","39266_C",50,"39266_C"
"1235","AU18_0062","24192_C",50,"24192_C"
"1236","AU18_0359","1630543_C",51,"1630543_C"
"1237","AU18_0388","1630543_C",51,"1630543_C"
"1238","AU18_0696","1147954_C",51,"1147954_C"
"1239","AU18_0254","1622915_C",51,"1622915_C"
"1240","AU18_0459","1147954_C",51,"1147954_C"
"1241","AU18_0964","1147954_C",51,"1147954_C"
"1242","AU18_0612","C1b",51,"C1b"
"1243","AU18_0070","2783544_C",51,"2783544_C"
"1244","AU18_0821","2175598_D",51,"2175598_D"
"1245","AU18_0744","1611788_C",51,"1611788_C"
"1246","AU18_1041","D10",51,"D10"
"1247","AU18_0700","C1br",51,"C1br"
"1248","AU18_0113","94627_C",51,"94627_C"
"1249","AU18_0387","1707858_C",51,"1707858_C"
"1250","AU18_neg12","C3lk",51,"C3lk"
"1251","AU18_1071","C21",52,"C21"
"1252","AU18_0614","37253_C",52,"37253_C"
"1253","AU18_0583","1612485_C",52,"1612485_C"
"1254","AU18_0251","1626916_C",52,"1626916_C"
"1255","AU18_1060","1680592_C",52,"1680592_C"
"1256","AU18_0695","37253_C",52,"37253_C"
"1257","AU18_0692","C22ah",52,"C22ah"
"1258","AU18_0257","1645568_C",52,"1645568_C"
"1259","AU18_0895","D1ej",52,"D1ej"
"1260","AU18_1032","C3ju",52,"C3ju"
"1261","AU18_0069","C120b",52,"C120b"
"1262","AU18_0069","2784993_C",52,"2784993_C"
"1263","AU18_0070","1491900_C",52,"1491900_C"
"1264","AU18_0483","C1bh",52,"C1bh"
"1265","AU18_0700","C1w",52,"C1w"
"1266","AU18_0700","C1cv",52,"C1cv"
"1267","AU18_0288","2091_C",52,"2091_C"
"1268","AU18_0463","C1al",52,"C1al"
"1269","AU18_0970","21507_C",52,"21507_C"
"1270","AU18_neg12","C8a",52,"C8a"
"1271","AU18_0251","2174376_C",53,"2174376_C"
"1272","AU18_0251","1670084_C",53,"1670084_C"
"1273","AU18_1123","1626916_C",53,"1626916_C"
"1274","AU18_0589","1147954_C",53,"1147954_C"
"1275","AU18_0686","1611788_C",53,"1611788_C"
"1276","AU18_0257","1147954_C",53,"1147954_C"
"1277","AU18_1075","1611788_C",53,"1611788_C"
"1278","AU18_1072","C50f",53,"C50f"
"1279","AU18_0908","C42.2",53,"C42.2"
"1280","AU18_0067","C1b",53,"C1b"
"1281","AU18_1122","90777_C",53,"90777_C"
"1282","AU18_1122","D2.2",53,"D2.2"
"1283","AU18_1125","D4ae",53,"D4ae"
"1284","AU18_0163","C3an",53,"C3an"
"1285","AU18_0747","2885771_C",53,"2885771_C"
"1286","AU18_0970","C1cu",53,"C1cu"
"1287","AU18_0062","2885773_C",53,"2885773_C"
"1288","AU18_0961","1148411_C",54,"1148411_C"
"1289","AU18_0456","1645568_C",54,"1645568_C"
"1290","AU18_0588","37253_C",54,"37253_C"
"1291","AU18_0599","1645568_C",54,"1645568_C"
"1292","AU18_1032","C1al",54,"C1al"
"1293","AU18_0070","C3",54,"C3"
"1294","AU18_0474","C3ju",54,"C3ju"
"1295","AU18_0474","C1bh",54,"C1bh"
"1296","AU18_0288","C3ed",54,"C3ed"
"1297","AU18_0063","13723_C",54,"13723_C"
"1298","AU18_0163","333087_C",54,"333087_C"
"1299","AU18_0281","C22ai",54,"C22ai"
"1300","AU18_0632","C22ai",54,"C22ai"
"1301","AU18_1034","C1jx",54,"C1jx"
"1302","AU18_0583","37253_C",55,"37253_C"
"1303","AU18_0331","37253_C",55,"37253_C"
"1304","AU18_0615","1630543_C",55,"1630543_C"
"1305","AU18_1129","1611788_C",55,"1611788_C"
"1306","AU18_0963","1611788_C",55,"1611788_C"
"1307","AU18_0964","1645568_C",55,"1645568_C"
"1308","AU18_0964","1148411_C",55,"1148411_C"
"1309","AU18_0589","C1",55,"C1"
"1310","AU18_1124","1645568_C",55,"1645568_C"
"1311","AU18_0910","1645678_C",55,"1645678_C"
"1312","AU18_1035","C1b",55,"C1b"
"1313","AU18_1072","C42.2",55,"C42.2"
"1314","AU18_0064","C1gw",55,"C1gw"
"1315","AU18_0744","C22ah",55,"C22ah"
"1316","AU18_0248","25566_D",55,"25566_D"
"1317","AU18_1041","D1af",55,"D1af"
"1318","AU18_0700","C1ge",55,"C1ge"
"1319","AU18_0474","C1br",55,"C1br"
"1320","AU18_0281","37253_C",55,"37253_C"
"1321","AU18_0469","1645716_C",55,"1645716_C"
"1322","AU18_neg12","C79",55,"C79"
"1323","AU18_0062","C39ab",55,"C39ab"
"1324","AU18_0961","1612485_C",56,"1612485_C"
"1325","AU18_1081","C21",56,"C21"
"1326","AU18_1071","1630543_C",56,"1630543_C"
"1327","AU18_0615","1645568_C",56,"1645568_C"
"1328","AU18_0111","1645568_C",56,"1645568_C"
"1329","AU18_0685","1645568_C",56,"1645568_C"
"1330","AU18_0692","1612485_C",56,"1612485_C"
"1331","AU18_1172","1148411_C",56,"1148411_C"
"1332","AU18_0069","44745_C",56,"44745_C"
"1333","AU18_0067","2783481_C",56,"2783481_C"
"1334","AU18_0311","1670629_C",56,"1670629_C"
"1335","AU18_1125","1611788_C",56,"1611788_C"
"1336","AU18_0065","2778029_C",56,"2778029_C"
"1337","AU18_1037","C3ju",56,"C3ju"
"1338","AU18_0596","1645568_C",57,"1645568_C"
"1339","AU18_0331","C21",57,"C21"
"1340","AU18_1060","1630543_C",57,"1630543_C"
"1341","AU18_0702","C22ah",57,"C22ah"
"1342","AU18_1032","C1w",57,"C1w"
"1343","AU18_0165","27913_C",57,"27913_C"
"1344","AU18_0070","47106_C",57,"47106_C"
"1345","AU18_0747","1630842_C",57,"1630842_C"
"1346","AU18_0220","D6c",57,"D6c"
"1347","AU18_1121","D1af",57,"D1af"
"1348","AU18_0965","C1b",57,"C1b"
"1349","AU18_1037","21507_C",57,"21507_C"
"1350","AU18_0590","C21",58,"C21"
"1351","AU18_1079","1148411_C",58,"1148411_C"
"1352","AU18_0597","C21",58,"C21"
"1353","AU18_0597","1645678_C",58,"1645678_C"
"1354","AU18_0895","C22ah",58,"C22ah"
"1355","AU18_1010","C1c",58,"C1c"
"1356","AU18_0069","47106_C",58,"47106_C"
"1357","AU18_0748","C3",58,"C3"
"1358","AU18_0744","D4k",58,"D4k"
"1359","AU18_0962","2885739_C",58,"2885739_C"
"1360","AU18_0483","C1ge",58,"C1ge"
"1361","AU18_0113","C3an",58,"C3an"
"1362","AU18_0632","C1c",58,"C1c"
"1363","AU18_0587","1662001_C",59,"1662001_C"
"1364","AU18_0251","2786619_C",59,"2786619_C"
"1365","AU18_1039","1147954_C",59,"1147954_C"
"1366","AU18_1124","C1",59,"C1"
"1367","AU18_0695","C1b",59,"C1b"
"1368","AU18_0745","1612485_C",59,"1612485_C"
"1369","AU18_1172","C1b",59,"C1b"
"1370","AU18_0311","C22ai",59,"C22ai"
"1371","AU18_0063","C3dw",59,"C3dw"
"1372","AU18_0632","25889_C",59,"25889_C"
"1373","AU18_0696","1611788_C",60,"1611788_C"
"1374","AU18_0460","1148411_C",60,"1148411_C"
"1375","AU18_1060","C21",60,"C21"
"1376","AU18_1123","1714620_C",60,"1714620_C"
"1377","AU18_0967","C21",60,"C21"
"1378","AU18_0695","1147954_C",60,"1147954_C"
"1379","AU18_0599","17682_D",60,"17682_D"
"1380","AU18_0599","2885760_D",60,"2885760_D"
"1381","AU18_0311","2783362_C",60,"2783362_C"
"1382","AU18_0468","772549_D",60,"772549_D"
"1383","AU18_0966","C3ju",60,"C3ju"
"1384","AU18_0474","22134_C",60,"22134_C"
"1385","AU18_0747","37253_C",60,"37253_C"
"1386","AU18_1037","C1w",60,"C1w"
"1387","AU18_0100","1630543_C",61,"1630543_C"
"1388","AU18_0460","1147954_C",61,"1147954_C"
"1389","AU18_0588","1626350_C",61,"1626350_C"
"1390","AU18_0520","1147954_C",61,"1147954_C"
"1391","AU18_0520","1612485_C",61,"1612485_C"
"1392","AU18_1060","1626350_C",61,"1626350_C"
"1393","AU18_0686","1645568_C",61,"1645568_C"
"1394","AU18_0590","1148411_C",61,"1148411_C"
"1395","AU18_0599","141145_D",61,"141145_D"
"1396","AU18_0068","766366_C",61,"766366_C"
"1397","AU18_0288","21810_C",61,"21810_C"
"1398","AU18_0063","2885773_C",61,"2885773_C"
"1399","AU18_0063","C3ag",61,"C3ag"
"1400","AU18_0387","1194550_C",61,"1194550_C"
"1401","AU18_0062","54400_C",61,"54400_C"
"1402","AU18_0459","1148411_C",62,"1148411_C"
"1403","AU18_0685","1147954_C",62,"1147954_C"
"1404","AU18_1124","C21",62,"C21"
"1405","AU18_0824","1626763_C",62,"1626763_C"
"1406","AU18_0692","C1",62,"C1"
"1407","AU18_0895","1611788_C",62,"1611788_C"
"1408","AU18_0745","1148411_C",62,"1148411_C"
"1409","AU18_0069","1029753_C",62,"1029753_C"
"1410","AU18_0068","C1ab",62,"C1ab"
"1411","AU18_0468","D4ae",62,"D4ae"
"1412","AU18_0468","D6g",62,"D6g"
"1413","AU18_0387","29115_C",62,"29115_C"
"1414","AU18_0254","37253_C",63,"37253_C"
"1415","AU18_0331","1147954_C",63,"1147954_C"
"1416","AU18_0460","1611788_C",63,"1611788_C"
"1417","AU18_1060","1645678_C",63,"1645678_C"
"1418","AU18_1039","1611788_C",63,"1611788_C"
"1419","AU18_0592","37253_C",63,"37253_C"
"1420","AU18_0824","1611789_C",63,"1611789_C"
"1421","AU18_1075","C50f",63,"C50f"
"1422","AU18_0311","37253_C",63,"37253_C"
"1423","AU18_0311","C1gw",63,"C1gw"
"1424","AU18_0744","D1id",63,"D1id"
"1425","AU18_1026","C1br",63,"C1br"
"1426","AU18_0163","2780845_C",63,"2780845_C"
"1427","AU18_0463","C3.12",63,"C3.12"
"1428","AU18_0469","1708730_C",63,"1708730_C"
"1429","AU18_0614","1630543_C",64,"1630543_C"
"1430","AU18_0583","1630543_C",64,"1630543_C"
"1431","AU18_0588","1692949_C",64,"1692949_C"
"1432","AU18_1123","1630543_C",64,"1630543_C"
"1433","AU18_1079","1147954_C",64,"1147954_C"
"1434","AU18_1075","C1w",64,"C1w"
"1435","AU18_0821","223603_D",64,"223603_D"
"1436","AU18_0387","C9a",64,"C9a"
"1437","AU18_neg12","C54l",64,"C54l"
"1438","AU18_0583","1622915_C",65,"1622915_C"
"1439","AU18_1083","C21",65,"C21"
"1440","AU18_1123","1626763_C",65,"1626763_C"
"1441","AU18_0964","1611788_C",65,"1611788_C"
"1442","AU18_0164","C1b",65,"C1b"
"1443","AU18_0165","44745_C",65,"44745_C"
"1444","AU18_0165","C42ao",65,"C42ao"
"1445","AU18_0063","23580_C",65,"23580_C"
"1446","AU18_0970","C1jx",65,"C1jx"
"1447","AU18_1081","1147954_C",66,"1147954_C"
"1448","AU18_0688","1148411_C",66,"1148411_C"
"1449","AU18_0692","1148411_C",66,"1148411_C"
"1450","AU18_1035","C22ah",66,"C22ah"
"1451","AU18_1072","C72k",66,"C72k"
"1452","AU18_0071","C3ih",66,"C3ih"
"1453","AU18_0237","C1b",66,"C1b"
"1454","AU18_0165","150940_C",66,"150940_C"
"1455","AU18_0067","C1gw",66,"C1gw"
"1456","AU18_1058","2885739_C",66,"2885739_C"
"1457","AU18_0113","2780845_C",66,"2780845_C"
"1458","AU18_0463","C42ay",66,"C42ay"
"1459","AU18_0588","C21",67,"C21"
"1460","AU18_0967","1148411_C",67,"1148411_C"
"1461","AU18_0597","1148411_C",67,"1148411_C"
"1462","AU18_1033","C1b",67,"C1b"
"1463","AU18_1010","C22ai",67,"C22ai"
"1464","AU18_0311","C22ah",67,"C22ah"
"1465","AU18_1143","2885739_C",67,"2885739_C"
"1466","AU18_0962","C1b",67,"C1b"
"1467","AU18_0162","1669691_C",67,"1669691_C"
"1468","AU18_0163","2885757_C",67,"2885757_C"
"1469","AU18_0254","C21",68,"C21"
"1470","AU18_0332","D1d",68,"D1d"
"1471","AU18_0910","C21",68,"C21"
"1472","AU18_1010","D6",68,"D6"
"1473","AU18_1058","2885738_C",68,"2885738_C"
"1474","AU18_0474","C1cb",68,"C1cb"
"1475","AU18_0288","6379_C",68,"6379_C"
"1476","AU18_0288","2885799_C",68,"2885799_C"
"1477","AU18_1071","1645678_C",69,"1645678_C"
"1478","AU18_0587","1148411_C",69,"1148411_C"
"1479","AU18_1126","37253_C",69,"37253_C"
"1480","AU18_0520","1611789_C",69,"1611789_C"
"1481","AU18_0164","1491900_C",69,"1491900_C"
"1482","AU18_1125","D1af",69,"D1af"
"1483","AU18_1041","C22ah",69,"C22ah"
"1484","AU18_0483","C1jx",69,"C1jx"
"1485","AU18_0700","C22ai",69,"C22ai"
"1486","AU18_0742","1645568_C",70,"1645568_C"
"1487","AU18_0520","1680592_C",70,"1680592_C"
"1488","AU18_1124","1611788_C",70,"1611788_C"
"1489","AU18_0592","1147954_C",70,"1147954_C"
"1490","AU18_0910","1148411_C",70,"1148411_C"
"1491","AU18_0824","1612485_C",70,"1612485_C"
"1492","AU18_0599","253897_D",70,"253897_D"
"1493","AU18_0070","C3mk",70,"C3mk"
"1494","AU18_0748","7488_D",70,"7488_D"
"1495","AU18_0248","1677_D",70,"1677_D"
"1496","AU18_0248","D1b",70,"D1b"
"1497","AU18_0113","24569_C",70,"24569_C"
"1498","AU18_0469","1646070_C",70,"1646070_C"
"1499","AU18_0387","93899_C",70,"93899_C"
"1500","AU18_1081","1148411_C",71,"1148411_C"
"1501","AU18_0596","1611788_C",71,"1611788_C"
"1502","AU18_0108","C22ah",71,"C22ah"
"1503","AU18_0745","37253_C",71,"37253_C"
"1504","AU18_1125","C1",71,"C1"
"1505","AU18_1143","2885738_C",71,"2885738_C"
"1506","AU18_1078","C1b",71,"C1b"
"1507","AU18_1026","C1cv",71,"C1cv"
"1508","AU18_0586","22134_C",71,"22134_C"
"1509","AU18_0458","1147954_C",72,"1147954_C"
"1510","AU18_0251","1622915_C",72,"1622915_C"
"1511","AU18_1126","1645678_C",72,"1645678_C"
"1512","AU18_0588","1148411_C",72,"1148411_C"
"1513","AU18_0876","D2.2",72,"D2.2"
"1514","AU18_0237","C3ih",72,"C3ih"
"1515","AU18_0744","D2.2",72,"D2.2"
"1516","AU18_1125","D6c",72,"D6c"
"1517","AU18_0483","C1cb",72,"C1cb"
"1518","AU18_0162","2885804_C",72,"2885804_C"
"1519","AU18_0632","C42.2",72,"C42.2"
"1520","AU18_0387","20466_C",72,"20466_C"
"1521","AU18_0072","C42.2",72,"C42.2"
"1522","AU18_0742","1611788_C",73,"1611788_C"
"1523","AU18_0459","1611788_C",73,"1611788_C"
"1524","AU18_0597","1147954_C",73,"1147954_C"
"1525","AU18_1072","1147954_C",73,"1147954_C"
"1526","AU18_0165","47105_C",73,"47105_C"
"1527","AU18_0163","2778029_C",73,"2778029_C"
"1528","AU18_0163","14636_C",73,"14636_C"
"1529","AU18_1121","C22ah",73,"C22ah"
"1530","AU18_0612","1611788_C",74,"1611788_C"
"1531","AU18_0590","1645568_C",74,"1645568_C"
"1532","AU18_0824","1630543_C",74,"1630543_C"
"1533","AU18_0070","766366_C",74,"766366_C"
"1534","AU18_0748","C1",74,"C1"
"1535","AU18_0248","D6g",74,"D6g"
"1536","AU18_0065","C21",74,"C21"
"1537","AU18_0163","C3ih",74,"C3ih"
"1538","AU18_0281","107479_C",74,"107479_C"
"1539","AU18_1034","C1al",74,"C1al"
"1540","AU18_neg12","C1",74,"C1"
"1541","AU18_0062","333087_C",74,"333087_C"
"1542","AU18_0100","1147954_C",75,"1147954_C"
"1543","AU18_0745","1611788_C",75,"1611788_C"
"1544","AU18_1111","C22ah",75,"C22ah"
"1545","AU18_0068","278761_C",75,"278761_C"
"1546","AU18_0163","24569_C",75,"24569_C"
"1547","AU18_0072","C3an",75,"C3an"
"1548","AU18_0961","1147954_C",76,"1147954_C"
"1549","AU18_0612","1147954_C",76,"1147954_C"
"1550","AU18_0824","1147954_C",76,"1147954_C"
"1551","AU18_1079","1645568_C",76,"1645568_C"
"1552","AU18_0966","C1al",76,"C1al"
"1553","AU18_0474","C72k",76,"C72k"
"1554","AU18_0747","1680592_C",76,"1680592_C"
"1555","AU18_1034","C3",76,"C3"
"1556","AU18_0970","C1w",76,"C1w"
"1557","AU18_1083","37253_C",77,"37253_C"
"1558","AU18_0459","1645568_C",77,"1645568_C"
"1559","AU18_0685","1611788_C",77,"1611788_C"
"1560","AU18_0876","D4k",77,"D4k"
"1561","AU18_0165","47106_C",77,"47106_C"
"1562","AU18_0165","C3mk",77,"C3mk"
"1563","AU18_1121","32528_D",77,"32528_D"
"1564","AU18_0583","1147954_C",78,"1147954_C"
"1565","AU18_0331","1611788_C",78,"1611788_C"
"1566","AU18_0256","C22ah",78,"C22ah"
"1567","AU18_1038","1148411_C",78,"1148411_C"
"1568","AU18_0695","1611788_C",78,"1611788_C"
"1569","AU18_0257","1611788_C",78,"1611788_C"
"1570","AU18_1075","C72k",78,"C72k"
"1571","AU18_0288","75670_C",78,"75670_C"
"1572","AU18_0163","2885732_C",78,"2885732_C"
"1573","AU18_neg12","C8",78,"C8"
"1574","AU18_0111","37253_C",79,"37253_C"
"1575","AU18_0617","1645568_C",79,"1645568_C"
"1576","AU18_0612","1148411_C",79,"1148411_C"
"1577","AU18_0695","C1c",79,"C1c"
"1578","AU18_1172","1645568_C",79,"1645568_C"
"1579","AU18_1072","1645568_C",79,"1645568_C"
"1580","AU18_0069","C1ab",79,"C1ab"
"1581","AU18_0821","7488_D",79,"7488_D"
"1582","AU18_0483","C1br",79,"C1br"
"1583","AU18_0063","C3an",79,"C3an"
"1584","AU18_0463","C1cv",79,"C1cv"
"1585","AU18_0331","1645568_C",80,"1645568_C"
"1586","AU18_1039","1645568_C",80,"1645568_C"
"1587","AU18_1111","37253_C",80,"37253_C"
"1588","AU18_0237","C3xf",80,"C3xf"
"1589","AU18_0165","1491900_C",80,"1491900_C"
"1590","AU18_1058","C1b",80,"C1b"
"1591","AU18_0966","C3",80,"C3"
"1592","AU18_0700","C3ju",80,"C3ju"
"1593","AU18_0288","333087_C",80,"333087_C"
"1594","AU18_0288","24192_C",80,"24192_C"
"1595","AU18_0387","414389_C",80,"414389_C"
"1596","AU18_1126","1147954_C",81,"1147954_C"
"1597","AU18_0617","1611788_C",81,"1611788_C"
"1598","AU18_1031","1148411_C",81,"1148411_C"
"1599","AU18_0590","37253_C",81,"37253_C"
"1600","AU18_1079","1611788_C",81,"1611788_C"
"1601","AU18_1075","1680592_C",81,"1680592_C"
"1602","AU18_0311","766366_C",81,"766366_C"
"1603","AU18_0966","C72k",81,"C72k"
"1604","AU18_0162","C3hi",81,"C3hi"
"1605","AU18_0359","1147954_C",82,"1147954_C"
"1606","AU18_1040","1148411_C",82,"1148411_C"
"1607","AU18_0100","1148411_C",82,"1148411_C"
"1608","AU18_0458","1148411_C",82,"1148411_C"
"1609","AU18_0592","1645568_C",82,"1645568_C"
"1610","AU18_0590","1147954_C",82,"1147954_C"
"1611","AU18_1032","C72k",82,"C72k"
"1612","AU18_0067","C3ih",82,"C3ih"
"1613","AU18_0248","D17d",82,"D17d"
"1614","AU18_0288","42222_C",82,"42222_C"
"1615","AU18_0072","1398203_C",82,"1398203_C"
"1616","AU18_1081","1611788_C",83,"1611788_C"
"1617","AU18_0587","1147954_C",83,"1147954_C"
"1618","AU18_0251","1630543_C",83,"1630543_C"
"1619","AU18_0615","1147954_C",83,"1147954_C"
"1620","AU18_0910","1147954_C",83,"1147954_C"
"1621","AU18_1072","1680592_C",83,"1680592_C"
"1622","AU18_0483","C1al",83,"C1al"
"1623","AU18_0472","C1b",83,"C1b"
"1624","AU18_0458","2885807_C",84,"2885807_C"
"1625","AU18_0824","1148411_C",84,"1148411_C"
"1626","AU18_0748","D2",84,"D2"
"1627","AU18_0965","22134_C",84,"22134_C"
"1628","AU18_0632","C1b",84,"C1b"
"1629","AU18_1037","C1al",84,"C1al"
"1630","AU18_1126","1148411_C",85,"1148411_C"
"1631","AU18_1031","1147954_C",85,"1147954_C"
"1632","AU18_0288","9945_C",85,"9945_C"
"1633","AU18_0281","C3xf",85,"C3xf"
"1634","AU18_1081","1645568_C",86,"1645568_C"
"1635","AU18_1123","1662001_C",86,"1662001_C"
"1636","AU18_0745","1680592_C",86,"1680592_C"
"1637","AU18_0745","1618884_C",86,"1618884_C"
"1638","AU18_0962","92898_C",86,"92898_C"
"1639","AU18_0063","2426_C",86,"2426_C"
"1640","AU18_0063","2595310_C",86,"2595310_C"
"1641","AU18_0632","C3bf",86,"C3bf"
"1642","AU18_0062","1398203_C",86,"1398203_C"
"1643","AU18_0359","1148411_C",87,"1148411_C"
"1644","AU18_0260","C22ah",87,"C22ah"
"1645","AU18_0597","37253_C",87,"37253_C"
"1646","AU18_0165","2783481_C",87,"2783481_C"
"1647","AU18_0281","C22ah",87,"C22ah"
"1648","AU18_0482","1611788_C",88,"1611788_C"
"1649","AU18_1083","1645678_C",88,"1645678_C"
"1650","AU18_1031","1611788_C",88,"1611788_C"
"1651","AU18_1038","1147954_C",88,"1147954_C"
"1652","AU18_0288","2595310_C",88,"2595310_C"
"1653","AU18_0288","C6a",88,"C6a"
"1654","AU18_1034","C1w",88,"C1w"
"1655","AU18_1034","C3ju",88,"C3ju"
"1656","AU18_0970","C42.2",88,"C42.2"
"1657","AU18_0482","1645568_C",89,"1645568_C"
"1658","AU18_0254","1147954_C",89,"1147954_C"
"1659","AU18_0520","C50b",89,"C50b"
"1660","AU18_0876","D1ej",89,"D1ej"
"1661","AU18_0071","C1b",89,"C1b"
"1662","AU18_0744","D1ej",89,"D1ej"
"1663","AU18_0288","4063_C",89,"4063_C"
"1664","AU18_0747","D4",89,"D4"
"1665","AU18_0821","281318_D",90,"281318_D"
"1666","AU18_0700","C22ad",90,"C22ad"
"1667","AU18_0389","1147954_C",91,"1147954_C"
"1668","AU18_0583","1680592_C",91,"1680592_C"
"1669","AU18_1060","1662001_C",91,"1662001_C"
"1670","AU18_1122","D2a",91,"D2a"
"1671","AU18_1078","92898_C",91,"92898_C"
"1672","AU18_1078","2885739_C",91,"2885739_C"
"1673","AU18_0966","C1bh",91,"C1bh"
"1674","AU18_1026","C1al",91,"C1al"
"1675","AU18_0632","1714311_C",91,"1714311_C"
"1676","AU18_1038","1645568_C",92,"1645568_C"
"1677","AU18_0062","2426_C",92,"2426_C"
"1678","AU18_0389","1148411_C",93,"1148411_C"
"1679","AU18_0257","C22ah",93,"C22ah"
"1680","AU18_1058","123623_C",93,"123623_C"
"1681","AU18_1026","C3",93,"C3"
"1682","AU18_0970","C3ju",93,"C3ju"
"1683","AU18_1126","1612485_C",94,"1612485_C"
"1684","AU18_0688","1147954_C",94,"1147954_C"
"1685","AU18_0910","1645568_C",94,"1645568_C"
"1686","AU18_0597","1645568_C",94,"1645568_C"
