"","sample.ID","seq.ID","abundance","cumulative_abundance","total_abundance","cumulative_percentage","fill_col"
"1487","AU18_1083","1148411_C",103,488,7266,0.0671621249655932,"1148411_C"
"1488","AU18_1083","1611788_C",108,596,7266,0.0820258739333884,"1611788_C"
"1489","AU18_1083","1147954_C",109,705,7266,0.097027250206441,"1147954_C"
"1490","AU18_1083","1645568_C",131,836,7266,0.115056427195156,"1645568_C"
"1491","AU18_1083","C22ah",254,1090,7266,0.150013762730526,"C22ah"
"1492","AU18_1083","C3",1261,2351,7266,0.323561794660061,"C3"
"1493","AU18_1083","C22ad",1436,3787,7266,0.521194605009634,"C22ad"
"1494","AU18_1083","C22",3479,7266,7266,1,"C22"
"1495","AU18_0590","1626916_C",26,26,6292,0.00413223140495868,"1626916_C"
"1496","AU18_0590","1670084_C",27,53,6292,0.00842339478703115,"1670084_C"
"1497","AU18_0590","1351_C",29,82,6292,0.0130324221233312,"1351_C"
"1498","AU18_0590","1611789_C",30,112,6292,0.0178003814367451,"1611789_C"
"1499","AU18_0590","21025_C",36,148,6292,0.0235219326128417,"21025_C"
"1500","AU18_0590","1630543_C",42,190,6292,0.0301970756516211,"1630543_C"
"1501","AU18_0590","C21",58,248,6292,0.0394151303242212,"C21"
"1502","AU18_0590","1148411_C",61,309,6292,0.0491099809281627,"1148411_C"
"1503","AU18_0590","1645568_C",74,383,6292,0.0608709472345836,"1645568_C"
"1504","AU18_0590","37253_C",81,464,6292,0.073744437380801,"37253_C"
"1505","AU18_0590","1147954_C",82,546,6292,0.0867768595041322,"1147954_C"
"1506","AU18_0590","1611788_C",103,649,6292,0.103146853146853,"1611788_C"
"1507","AU18_0590","C22ah",212,861,6292,0.136840432294978,"C22ah"
"1508","AU18_0590","C1",527,1388,6292,0.220597584233948,"C1"
"1509","AU18_0590","C3",1147,2535,6292,0.402892561983471,"C3"
"1510","AU18_0590","C22ad",1421,3956,6292,0.628734901462174,"C22ad"
"1511","AU18_0590","C22",2336,6292,6292,1,"C22"
"1512","AU18_0967","42219_C",17,17,3682,0.00461705594785443,"42219_C"
"1513","AU18_0967","1630543_C",22,39,3682,0.0105920695274307,"1630543_C"
"1514","AU18_0967","1147954_C",35,74,3682,0.020097772949484,"1147954_C"
"1515","AU18_0967","37253_C",36,110,3682,0.0298750678978816,"37253_C"
"1516","AU18_0967","1611788_C",40,150,3682,0.0407387289516567,"1611788_C"
"1517","AU18_0967","1645568_C",46,196,3682,0.0532319391634981,"1645568_C"
"1518","AU18_0967","C21",60,256,3682,0.0695274307441608,"C21"
"1519","AU18_0967","1148411_C",67,323,3682,0.0877240630092341,"1148411_C"
"1520","AU18_0967","C1",103,426,3682,0.115697990222705,"C1"
"1521","AU18_0967","C22ah",122,548,3682,0.148832156436719,"C22ah"
"1522","AU18_0967","C3",681,1229,3682,0.333785985877241,"C3"
"1523","AU18_0967","C22ad",822,2051,3682,0.557034220532319,"C22ad"
"1524","AU18_0967","C22",1631,3682,3682,1,"C22"
"1525","AU18_0592","1626916_C",22,22,5313,0.0041407867494824,"1626916_C"
"1526","AU18_0592","21025_C",22,44,5313,0.0082815734989648,"21025_C"
"1527","AU18_0592","2174376_C",28,72,5313,0.0135516657255788,"2174376_C"
"1528","AU18_0592","1612485_C",33,105,5313,0.0197628458498024,"1612485_C"
"1529","AU18_0592","1148411_C",34,139,5313,0.0261622435535479,"1148411_C"
"1530","AU18_0592","1630543_C",42,181,5313,0.0340673818934688,"1630543_C"
"1531","AU18_0592","C21",46,227,5313,0.0427253905514775,"C21"
"1532","AU18_0592","37253_C",63,290,5313,0.0545830980613589,"37253_C"
"1533","AU18_0592","1147954_C",70,360,5313,0.0677583286278938,"1147954_C"
"1534","AU18_0592","1645568_C",82,442,5313,0.0831921701486919,"1645568_C"
"1535","AU18_0592","1611788_C",102,544,5313,0.102390363259928,"1611788_C"
"1536","AU18_0592","C22ah",178,722,5313,0.135893092414832,"C22ah"
"1537","AU18_0592","C1",216,938,5313,0.176548089591568,"C1"
"1538","AU18_0592","C3",951,1889,5313,0.355543007716921,"C3"
"1539","AU18_0592","C22ad",1188,3077,5313,0.57914549218897,"C22ad"
"1540","AU18_0592","C22",2236,5313,5313,1,"C22"
"1541","AU18_0617","1613357_C",22,22,5456,0.00403225806451613,"1613357_C"
"1542","AU18_0617","C1",23,45,5456,0.00824780058651026,"C1"
"1543","AU18_0617","21025_C",28,73,5456,0.0133797653958944,"21025_C"
"1544","AU18_0617","1630543_C",36,109,5456,0.0199780058651026,"1630543_C"
"1545","AU18_0617","1148411_C",45,154,5456,0.0282258064516129,"1148411_C"
"1546","AU18_0617","1612485_C",45,199,5456,0.0364736070381232,"1612485_C"
"1547","AU18_0617","1147954_C",48,247,5456,0.0452712609970675,"1147954_C"
"1548","AU18_0617","1645568_C",79,326,5456,0.0597507331378299,"1645568_C"
"1549","AU18_0617","1611788_C",81,407,5456,0.0745967741935484,"1611788_C"
"1550","AU18_0617","37253_C",97,504,5456,0.092375366568915,"37253_C"
"1551","AU18_0617","C22ah",160,664,5456,0.121700879765396,"C22ah"
"1552","AU18_0617","C3",985,1649,5456,0.302236070381232,"C3"
"1553","AU18_0617","C22ad",1408,3057,5456,0.560300586510264,"C22ad"
"1554","AU18_0617","C22",2399,5456,5456,1,"C22"
"1555","AU18_0597","1612485_C",33,33,6807,0.00484795063904804,"1612485_C"
"1556","AU18_0597","C1",37,70,6807,0.0102835316585867,"C1"
"1557","AU18_0597","1630543_C",37,107,6807,0.0157191126781255,"1630543_C"
"1558","AU18_0597","C21",58,165,6807,0.0242397531952402,"C21"
"1559","AU18_0597","1645678_C",58,223,6807,0.0327603937123549,"1645678_C"
"1560","AU18_0597","1148411_C",67,290,6807,0.0426032025855737,"1148411_C"
"1561","AU18_0597","1147954_C",73,363,6807,0.0533274570295284,"1147954_C"
"1562","AU18_0597","37253_C",87,450,6807,0.0661084178052005,"37253_C"
"1563","AU18_0597","1645568_C",94,544,6807,0.0799177317467313,"1645568_C"
"1564","AU18_0597","1611788_C",103,647,6807,0.0950492140443661,"1611788_C"
"1565","AU18_0597","C3n",157,804,6807,0.118113706478625,"C3n"
"1566","AU18_0597","C22ah",192,996,6807,0.146319964742177,"C22ah"
"1567","AU18_0597","C3",1322,2318,6807,0.340531805494344,"C3"
"1568","AU18_0597","C22ad",1504,3822,6807,0.561480828558837,"C22ad"
"1569","AU18_0597","C22",2985,6807,6807,1,"C22"
"1570","AU18_0257","C3xe",15,15,3849,0.0038971161340608,"C3xe"
"1571","AU18_0257","1626916_C",16,31,3849,0.00805404001039231,"1626916_C"
"1572","AU18_0257","2786619_C",16,47,3849,0.0122109638867238,"2786619_C"
"1573","AU18_0257","C1b",17,64,3849,0.0166276955053261,"C1b"
"1574","AU18_0257","1670426_C",17,81,3849,0.0210444271239283,"1670426_C"
"1575","AU18_0257","1642017_C",17,98,3849,0.0254611587425305,"1642017_C"
"1576","AU18_0257","1630543_C",21,119,3849,0.0309171213302156,"1630543_C"
"1577","AU18_0257","1622915_C",24,143,3849,0.0371525071447129,"1622915_C"
"1578","AU18_0257","C21",30,173,3849,0.0449467394128345,"C21"
"1579","AU18_0257","37253_C",34,207,3849,0.053780202650039,"37253_C"
"1580","AU18_0257","1148411_C",42,249,3849,0.0646921278254092,"1148411_C"
"1581","AU18_0257","C42.2",46,295,3849,0.0766432839698623,"C42.2"
"1582","AU18_0257","1645568_C",52,347,3849,0.0901532865679397,"1645568_C"
"1583","AU18_0257","1147954_C",53,400,3849,0.103923096908288,"1147954_C"
"1584","AU18_0257","1611788_C",78,478,3849,0.124188100805404,"1611788_C"
"1585","AU18_0257","C22ah",93,571,3849,0.148350220836581,"C22ah"
"1586","AU18_0257","C1",117,688,3849,0.178747726682255,"C1"
"1587","AU18_0257","C3",553,1241,3849,0.322421408157963,"C3"
"1588","AU18_0257","C22ad",903,2144,3849,0.557027799428423,"C22ad"
"1589","AU18_0257","C22",1705,3849,3849,1,"C22"
"1590","AU18_0260","C1",10,10,2505,0.00399201596806387,"C1"
"1591","AU18_0260","1642017_C",13,23,2505,0.00918163672654691,"1642017_C"
"1592","AU18_0260","1622915_C",15,38,2505,0.0151696606786427,"1622915_C"
"1593","AU18_0260","1630543_C",17,55,2505,0.0219560878243513,"1630543_C"
"1594","AU18_0260","1148411_C",21,76,2505,0.0303393213572854,"1148411_C"
"1595","AU18_0260","37253_C",25,101,2505,0.0403193612774451,"37253_C"
"1596","AU18_0260","1645568_C",35,136,2505,0.0542914171656687,"1645568_C"
"1597","AU18_0260","C21",36,172,2505,0.0686626746506986,"C21"
"1598","AU18_0260","1147954_C",46,218,2505,0.0870259481037924,"1147954_C"
"1599","AU18_0260","1611788_C",48,266,2505,0.106187624750499,"1611788_C"
"1600","AU18_0260","C22ah",87,353,2505,0.140918163672655,"C22ah"
"1601","AU18_0260","C3",400,753,2505,0.30059880239521,"C3"
"1602","AU18_0260","C22ad",599,1352,2505,0.539720558882236,"C22ad"
"1603","AU18_0260","C22",1153,2505,2505,1,"C22"
"1604","AU18_0251","1626916_C",52,52,12084,0.00430321085733201,"1626916_C"
"1605","AU18_0251","2174376_C",53,105,12084,0.00868917576961271,"2174376_C"
"1606","AU18_0251","1670084_C",53,158,12084,0.0130751406818934,"1670084_C"
"1607","AU18_0251","2786619_C",59,217,12084,0.0179576299238663,"2786619_C"
"1608","AU18_0251","1622915_C",72,289,12084,0.0239159218801721,"1622915_C"
"1609","AU18_0251","1630543_C",83,372,12084,0.0307845084409136,"1630543_C"
"1610","AU18_0251","1148411_C",96,468,12084,0.0387288977159881,"1148411_C"
"1611","AU18_0251","1645678_C",101,569,12084,0.047087057265806,"1645678_C"
"1612","AU18_0251","C21",115,684,12084,0.0566037735849057,"C21"
"1613","AU18_0251","1147954_C",121,805,12084,0.0666170142336975,"1147954_C"
"1614","AU18_0251","37253_C",121,926,12084,0.0766302548824892,"37253_C"
"1615","AU18_0251","1611788_C",170,1096,12084,0.090698444223767,"1611788_C"
"1616","AU18_0251","1645568_C",212,1308,12084,0.10824230387289,"1645568_C"
"1617","AU18_0251","C22ah",388,1696,12084,0.140350877192982,"C22ah"
"1618","AU18_0251","C3",2160,3856,12084,0.319099635882158,"C3"
"1619","AU18_0251","C22ad",2808,6664,12084,0.551473022178087,"C22ad"
"1620","AU18_0251","C22",5420,12084,12084,1,"C22"
"1621","AU18_0254","2174376_C",27,27,6528,0.00413602941176471,"2174376_C"
"1622","AU18_0254","2786619_C",38,65,6528,0.00995710784313725,"2786619_C"
"1623","AU18_0254","1148411_C",44,109,6528,0.0166973039215686,"1148411_C"
"1624","AU18_0254","1630543_C",48,157,6528,0.0240502450980392,"1630543_C"
"1625","AU18_0254","1622915_C",51,208,6528,0.0318627450980392,"1622915_C"
"1626","AU18_0254","37253_C",63,271,6528,0.0415134803921569,"37253_C"
"1627","AU18_0254","C21",68,339,6528,0.0519301470588235,"C21"
"1628","AU18_0254","1147954_C",89,428,6528,0.0655637254901961,"1147954_C"
"1629","AU18_0254","1645568_C",96,524,6528,0.0802696078431373,"1645568_C"
"1630","AU18_0254","1611788_C",111,635,6528,0.0972732843137255,"1611788_C"
"1631","AU18_0254","C22ah",212,847,6528,0.129748774509804,"C22ah"
"1632","AU18_0254","C3",1058,1905,6528,0.291819852941176,"C3"
"1633","AU18_0254","C22ad",1483,3388,6528,0.518995098039216,"C22ad"
"1634","AU18_0254","C22",3140,6528,6528,1,"C22"
"1635","AU18_0331","1626916_C",22,22,5325,0.00413145539906103,"1626916_C"
"1636","AU18_0331","1670084_C",23,45,5325,0.00845070422535211,"1670084_C"
"1637","AU18_0331","1630543_C",26,71,5325,0.0133333333333333,"1630543_C"
"1638","AU18_0331","2786619_C",35,106,5325,0.019906103286385,"2786619_C"
"1639","AU18_0331","1645678_C",38,144,5325,0.0270422535211268,"1645678_C"
"1640","AU18_0331","1622915_C",44,188,5325,0.0353051643192488,"1622915_C"
"1641","AU18_0331","1148411_C",50,238,5325,0.0446948356807512,"1148411_C"
"1642","AU18_0331","37253_C",55,293,5325,0.0550234741784038,"37253_C"
"1643","AU18_0331","C21",57,350,5325,0.0657276995305164,"C21"
"1644","AU18_0331","1147954_C",63,413,5325,0.0775586854460094,"1147954_C"
"1645","AU18_0331","1611788_C",78,491,5325,0.092206572769953,"1611788_C"
"1646","AU18_0331","1645568_C",80,571,5325,0.107230046948357,"1645568_C"
"1647","AU18_0331","C22ah",171,742,5325,0.139342723004695,"C22ah"
"1648","AU18_0331","C3",815,1557,5325,0.292394366197183,"C3"
"1649","AU18_0331","C22ad",1216,2773,5325,0.52075117370892,"C22ad"
"1650","AU18_0331","C22",2552,5325,5325,1,"C22"
"1651","AU18_0688","1626916_C",23,23,5554,0.00414115952466691,"1626916_C"
"1652","AU18_0688","37253_C",32,55,5554,0.00990277277637738,"37253_C"
"1653","AU18_0688","1630543_C",35,90,5554,0.0162045372704357,"1630543_C"
"1654","AU18_0688","1612485_C",42,132,5554,0.0237666546633057,"1612485_C"
"1655","AU18_0688","1148411_C",66,198,5554,0.0356499819949586,"1148411_C"
"1656","AU18_0688","1147954_C",94,292,5554,0.0525747209218581,"1147954_C"
"1657","AU18_0688","1645568_C",103,395,5554,0.0711199135758012,"1645568_C"
"1658","AU18_0688","1611788_C",115,510,5554,0.0918257111991358,"1611788_C"
"1659","AU18_0688","C1",123,633,5554,0.113971912135398,"C1"
"1660","AU18_0688","C22ah",193,826,5554,0.148721642059777,"C22ah"
"1661","AU18_0688","C3",513,1339,5554,0.24108750450126,"C3"
"1662","AU18_0688","C22ad",1055,2394,5554,0.43104069139359,"C22ad"
"1663","AU18_0688","C22",3160,5554,5554,1,"C22"
"1664","AU18_1038","1670084_C",27,27,5764,0.00468424705065926,"1670084_C"
"1665","AU18_1038","1645678_C",31,58,5764,0.0100624566273421,"1645678_C"
"1666","AU18_1038","1630543_C",34,92,5764,0.0159611380985427,"1630543_C"
"1667","AU18_1038","37253_C",37,129,5764,0.0223802914642609,"37253_C"
"1668","AU18_1038","1612485_C",37,166,5764,0.0287994448299792,"1612485_C"
"1669","AU18_1038","2885805_C",47,213,5764,0.0369535045107564,"2885805_C"
"1670","AU18_1038","1148411_C",78,291,5764,0.0504857737682165,"1148411_C"
"1671","AU18_1038","1147954_C",88,379,5764,0.0657529493407356,"1147954_C"
"1672","AU18_1038","1645568_C",92,471,5764,0.0817140874392783,"1645568_C"
"1673","AU18_1038","C1",95,566,5764,0.0981956974323386,"C1"
"1674","AU18_1038","1611788_C",101,667,5764,0.115718251214434,"1611788_C"
"1675","AU18_1038","C22ah",208,875,5764,0.151804302567661,"C22ah"
"1676","AU18_1038","C3",612,1487,5764,0.257980569049271,"C3"
"1677","AU18_1038","C22ad",1203,2690,5764,0.466689798750867,"C22ad"
"1678","AU18_1038","C22",3074,5764,5764,1,"C22"
"1679","AU18_0359","37253_C",38,38,6269,0.00606157281863136,"37253_C"
"1680","AU18_0359","1630543_C",51,89,6269,0.0141968416015313,"1630543_C"
"1681","AU18_0359","1147954_C",82,171,6269,0.0272770776838411,"1147954_C"
"1682","AU18_0359","1148411_C",87,258,6269,0.0411548891370234,"1148411_C"
"1683","AU18_0359","1645568_C",113,371,6269,0.059180092518743,"1645568_C"
"1684","AU18_0359","1611788_C",127,498,6269,0.0794385069389057,"1611788_C"
"1685","AU18_0359","C22ah",235,733,6269,0.116924549369915,"C22ah"
"1686","AU18_0359","C3",728,1461,6269,0.233051523368958,"C3"
"1687","AU18_0359","C22ad",1345,2806,6269,0.447599298133674,"C22ad"
"1688","AU18_0359","C22",3463,6269,6269,1,"C22"
"1689","AU18_0388","37253_C",47,47,6912,0.00679976851851852,"37253_C"
"1690","AU18_0388","1612485_C",50,97,6912,0.0140335648148148,"1612485_C"
"1691","AU18_0388","1630543_C",51,148,6912,0.021412037037037,"1630543_C"
"1692","AU18_0388","1147954_C",99,247,6912,0.0357349537037037,"1147954_C"
"1693","AU18_0388","1148411_C",115,362,6912,0.0523726851851852,"1148411_C"
"1694","AU18_0388","1611788_C",123,485,6912,0.0701678240740741,"1611788_C"
"1695","AU18_0388","1645568_C",124,609,6912,0.0881076388888889,"1645568_C"
"1696","AU18_0388","C22ah",262,871,6912,0.126012731481481,"C22ah"
"1697","AU18_0388","C3",654,1525,6912,0.220630787037037,"C3"
"1698","AU18_0388","C22ad",1522,3047,6912,0.440827546296296,"C22ad"
"1699","AU18_0388","C22",3865,6912,6912,1,"C22"
"1700","AU18_0961","2174376_C",24,24,5664,0.00423728813559322,"2174376_C"
"1701","AU18_0961","1670084_C",24,48,5664,0.00847457627118644,"1670084_C"
"1702","AU18_0961","1626916_C",25,73,5664,0.012888418079096,"1626916_C"
"1703","AU18_0961","37253_C",36,109,5664,0.0192443502824859,"37253_C"
"1704","AU18_0961","1630543_C",38,147,5664,0.0259533898305085,"1630543_C"
"1705","AU18_0961","1670160_C",38,185,5664,0.0326624293785311,"1670160_C"
"1706","AU18_0961","1626350_C",50,235,5664,0.0414901129943503,"1626350_C"
"1707","AU18_0961","1148411_C",54,289,5664,0.051024011299435,"1148411_C"
"1708","AU18_0961","1612485_C",56,345,5664,0.0609110169491525,"1612485_C"
"1709","AU18_0961","1147954_C",76,421,5664,0.0743290960451977,"1147954_C"
"1710","AU18_0961","1611788_C",103,524,5664,0.0925141242937853,"1611788_C"
"1711","AU18_0961","C22ah",260,784,5664,0.138418079096045,"C22ah"
"1712","AU18_0961","C3",716,1500,5664,0.264830508474576,"C3"
"1713","AU18_0961","C22ad",1189,2689,5664,0.474752824858757,"C22ad"
"1714","AU18_0961","C22",2975,5664,5664,1,"C22"
"1715","AU18_0696","1626916_C",13,13,2999,0.00433477825941981,"1626916_C"
"1716","AU18_0696","21025_C",13,26,2999,0.00866955651883961,"21025_C"
"1717","AU18_0696","1653201_C",19,45,2999,0.0150050016672224,"1653201_C"
"1718","AU18_0696","2174376_C",22,67,2999,0.0223407802600867,"2174376_C"
"1719","AU18_0696","C21",29,96,2999,0.0320106702234078,"C21"
"1720","AU18_0696","1630543_C",29,125,2999,0.0416805601867289,"1630543_C"
"1721","AU18_0696","1645568_C",35,160,2999,0.053351117039013,"1645568_C"
"1722","AU18_0696","1147954_C",51,211,2999,0.0703567855951984,"1147954_C"
"1723","AU18_0696","1611788_C",60,271,2999,0.0903634544848283,"1611788_C"
"1724","AU18_0696","C22ah",120,391,2999,0.130376792264088,"C22ah"
"1725","AU18_0696","C3",372,763,2999,0.254418139379793,"C3"
"1726","AU18_0696","C22ad",584,1347,2999,0.449149716572191,"C22ad"
"1727","AU18_0696","C22",1652,2999,2999,1,"C22"
"1728","AU18_0587","1626916_C",30,30,5965,0.00502933780385583,"1626916_C"
"1729","AU18_0587","2174376_C",33,63,5965,0.0105616093880972,"2174376_C"
"1730","AU18_0587","37253_C",37,100,5965,0.0167644593461861,"37253_C"
"1731","AU18_0587","1630543_C",48,148,5965,0.0248113998323554,"1630543_C"
"1732","AU18_0587","1662001_C",59,207,5965,0.0347024308466052,"1662001_C"
"1733","AU18_0587","1148411_C",69,276,5965,0.0462699077954736,"1148411_C"
"1734","AU18_0587","1147954_C",83,359,5965,0.060184409052808,"1147954_C"
"1735","AU18_0587","1645568_C",134,493,5965,0.0826487845766974,"1645568_C"
"1736","AU18_0587","1611788_C",136,629,5965,0.10544844928751,"1611788_C"
"1737","AU18_0587","C22ah",302,931,5965,0.156077116512992,"C22ah"
"1738","AU18_0587","C3",752,1683,5965,0.282145850796312,"C3"
"1739","AU18_0587","C22ad",1038,2721,5965,0.456160938809723,"C22ad"
"1740","AU18_0587","C22",3244,5965,5965,1,"C22"
"1741","AU18_0389","D1",4,4,5953,0.000671930119267596,"D1"
"1742","AU18_0389","1626916_C",26,30,5953,0.00503947589450697,"1626916_C"
"1743","AU18_0389","37253_C",43,73,5953,0.0122627246766336,"37253_C"
"1744","AU18_0389","C21",43,116,5953,0.0194859734587603,"C21"
"1745","AU18_0389","1630543_C",47,163,5953,0.0273811523601545,"1630543_C"
"1746","AU18_0389","1147954_C",91,254,5953,0.0426675625734924,"1147954_C"
"1747","AU18_0389","1148411_C",93,347,5953,0.058289937846464,"1148411_C"
"1748","AU18_0389","1645568_C",103,450,5953,0.0755921384176046,"1645568_C"
"1749","AU18_0389","1611788_C",104,554,5953,0.0930623215185621,"1611788_C"
"1750","AU18_0389","C22ah",234,788,5953,0.132370233495716,"C22ah"
"1751","AU18_0389","C3",724,1512,5953,0.253989585083151,"C3"
"1752","AU18_0389","C22ad",1191,2703,5953,0.454056778095078,"C22ad"
"1753","AU18_0389","C22",3250,5953,5953,1,"C22"
"1754","AU18_1138","37253_C",125,125,18667,0.00669630899448224,"37253_C"
"1755","AU18_1138","1630543_C",127,252,18667,0.0134997589328762,"1630543_C"
"1756","AU18_1138","1645678_C",127,379,18667,0.0203032088712702,"1645678_C"
"1757","AU18_1138","1612485_C",148,527,18667,0.0282316387207371,"1612485_C"
"1758","AU18_1138","1148411_C",280,807,18667,0.0432313708683773,"1148411_C"
"1759","AU18_1138","1147954_C",315,1122,18667,0.0601060695344726,"1147954_C"
"1760","AU18_1138","1611788_C",333,1455,18667,0.0779450366957733,"1611788_C"
"1761","AU18_1138","1645568_C",374,1829,18667,0.0979803932072641,"1645568_C"
"1762","AU18_1138","C22ah",810,2639,18667,0.141372475491509,"C22ah"
"1763","AU18_1138","C3",2264,4903,18667,0.262656023999571,"C3"
"1764","AU18_1138","C22ad",3585,8488,18667,0.454706165961322,"C22ad"
"1765","AU18_1138","C22",10179,18667,18667,1,"C22"
"1766","AU18_0456","C3dw",13,13,3397,0.00382690609361201,"C3dw"
"1767","AU18_0456","1670084_C",15,28,3397,0.00824256697085664,"1670084_C"
"1768","AU18_0456","C21",16,44,3397,0.0129526052399176,"C21"
"1769","AU18_0456","1630513_C",17,61,3397,0.0179570209007948,"1630513_C"
"1770","AU18_0456","1612485_C",18,79,3397,0.0232558139534884,"1612485_C"
"1771","AU18_0456","1630543_C",20,99,3397,0.0291433617898145,"1630543_C"
"1772","AU18_0456","1147954_C",28,127,3397,0.0373859287606712,"1147954_C"
"1773","AU18_0456","1645678_C",30,157,3397,0.0462172505151604,"1645678_C"
"1774","AU18_0456","1611788_C",35,192,3397,0.0565204592287312,"1611788_C"
"1775","AU18_0456","37253_C",38,230,3397,0.067706800117751,"37253_C"
"1776","AU18_0456","1148411_C",39,269,3397,0.079187518398587,"1148411_C"
"1777","AU18_0456","1645568_C",54,323,3397,0.0950838975566676,"1645568_C"
"1778","AU18_0456","C22ah",111,434,3397,0.127759788048278,"C22ah"
"1779","AU18_0456","C3",501,935,3397,0.275242861348248,"C3"
"1780","AU18_0456","C22ad",688,1623,3397,0.477774506917869,"C22ad"
"1781","AU18_0456","C22",1774,3397,3397,1,"C22"
"1782","AU18_0432","1630513_C",13,13,2722,0.00477590007347539,"1630513_C"
"1783","AU18_0432","C21",14,27,2722,0.00991917707567965,"C21"
"1784","AU18_0432","1612485_C",15,42,2722,0.0154298310066128,"1612485_C"
"1785","AU18_0432","1622915_C",18,60,2722,0.0220426157237326,"1622915_C"
"1786","AU18_0432","1630543_C",20,80,2722,0.0293901542983101,"1630543_C"
"1787","AU18_0432","1147954_C",21,101,2722,0.0371050698016165,"1147954_C"
"1788","AU18_0432","2786619_C",21,122,2722,0.0448199853049229,"2786619_C"
"1789","AU18_0432","1645678_C",23,145,2722,0.053269654665687,"1645678_C"
"1790","AU18_0432","37253_C",33,178,2722,0.0653930933137399,"37253_C"
"1791","AU18_0432","1611788_C",35,213,2722,0.0782512858192505,"1611788_C"
"1792","AU18_0432","1148411_C",45,258,2722,0.09478324761205,"1148411_C"
"1793","AU18_0432","1645568_C",48,306,2722,0.112417340191036,"1645568_C"
"1794","AU18_0432","C22ah",101,407,2722,0.149522409992652,"C22ah"
"1795","AU18_0432","C3",361,768,2722,0.282145481263777,"C3"
"1796","AU18_0432","C22ad",556,1324,2722,0.486407053637032,"C22ad"
"1797","AU18_0432","C22",1398,2722,2722,1,"C22"
"1798","AU18_1060","1612485_C",39,39,7959,0.0049001130795326,"1612485_C"
"1799","AU18_1060","1626916_C",41,80,7959,0.0100515140092977,"1626916_C"
"1800","AU18_1060","37253_C",42,122,7959,0.0153285588641789,"37253_C"
"1801","AU18_1060","1626763_C",46,168,7959,0.0211081794195251,"1626763_C"
"1802","AU18_1060","1680592_C",52,220,7959,0.0276416635255685,"1680592_C"
"1803","AU18_1060","1630543_C",57,277,7959,0.0348033672571931,"1630543_C"
"1804","AU18_1060","C21",60,337,7959,0.0423420027641664,"C21"
"1805","AU18_1060","1626350_C",61,398,7959,0.0500062821962558,"1626350_C"
"1806","AU18_1060","1645678_C",63,461,7959,0.0579218494785777,"1645678_C"
"1807","AU18_1060","1662001_C",91,552,7959,0.0693554466641538,"1662001_C"
"1808","AU18_1060","1147954_C",95,647,7959,0.0812916195501947,"1147954_C"
"1809","AU18_1060","1148411_C",117,764,7959,0.0959919587887926,"1148411_C"
"1810","AU18_1060","1645568_C",148,912,7959,0.114587259705993,"1645568_C"
"1811","AU18_1060","1611788_C",152,1064,7959,0.133685136323659,"1611788_C"
"1812","AU18_1060","C22ah",306,1370,7959,0.172132177409222,"C22ah"
"1813","AU18_1060","C3",968,2338,7959,0.293755496921724,"C3"
"1814","AU18_1060","C22ad",1468,3806,7959,0.478200778992336,"C22ad"
"1815","AU18_1060","C22",4153,7959,7959,1,"C22"
"1816","AU18_1079","2885793_C",25,25,4082,0.00612444879960804,"2885793_C"
"1817","AU18_1079","1645678_C",26,51,4082,0.0124938755512004,"1645678_C"
"1818","AU18_1079","C1",27,78,4082,0.0191082802547771,"C1"
"1819","AU18_1079","37253_C",27,105,4082,0.0257226849583537,"37253_C"
"1820","AU18_1079","2885792_C",29,134,4082,0.0328270455658991,"2885792_C"
"1821","AU18_1079","1630543_C",30,164,4082,0.0401763841254287,"1630543_C"
"1822","AU18_1079","1612485_C",40,204,4082,0.0499755022048016,"1612485_C"
"1823","AU18_1079","1148411_C",58,262,4082,0.0641842234198922,"1148411_C"
"1824","AU18_1079","1147954_C",64,326,4082,0.0798628123468888,"1147954_C"
"1825","AU18_1079","1645568_C",76,402,4082,0.0984811366976972,"1645568_C"
"1826","AU18_1079","1611788_C",81,483,4082,0.118324350808427,"1611788_C"
"1827","AU18_1079","C22ah",135,618,4082,0.151396374326311,"C22ah"
"1828","AU18_1079","C3",479,1097,4082,0.268740813326801,"C3"
"1829","AU18_1079","C22ad",746,1843,4082,0.451494365507104,"C22ad"
"1830","AU18_1079","C22",2239,4082,4082,1,"C22"
"1831","AU18_0459","2174376_C",17,17,3937,0.00431800863601727,"2174376_C"
"1832","AU18_0459","37253_C",20,37,3937,0.00939801879603759,"37253_C"
"1833","AU18_0459","1626916_C",20,57,3937,0.0144780289560579,"1626916_C"
"1834","AU18_0459","1670084_C",21,78,3937,0.0198120396240792,"1670084_C"
"1835","AU18_0459","1622915_C",25,103,3937,0.0261620523241046,"1622915_C"
"1836","AU18_0459","2786619_C",27,130,3937,0.0330200660401321,"2786619_C"
"1837","AU18_0459","1612485_C",30,160,3937,0.0406400812801626,"1612485_C"
"1838","AU18_0459","1630543_C",31,191,3937,0.0485140970281941,"1630543_C"
"1839","AU18_0459","1147954_C",51,242,3937,0.0614681229362459,"1147954_C"
"1840","AU18_0459","1148411_C",62,304,3937,0.0772161544323089,"1148411_C"
"1841","AU18_0459","1611788_C",73,377,3937,0.095758191516383,"1611788_C"
"1842","AU18_0459","1645568_C",77,454,3937,0.115316230632461,"1645568_C"
"1843","AU18_0459","C22ah",178,632,3937,0.160528321056642,"C22ah"
"1844","AU18_0459","C3",445,1077,3937,0.273558547117094,"C3"
"1845","AU18_0459","C22ad",744,1821,3937,0.46253492506985,"C22ad"
