"","sample.ID","seq.ID","abundance"
"809","AU18_0108","C21",17
"810","AU18_0108","1630543_C",13
"811","AU18_0108","1626916_C",9
"812","AU18_0108","1645678_C",13
"813","AU18_0108","2174376_C",8
"814","AU18_0108","1611789_C",13
"815","AU18_0108","21025_C",8
"816","AU18_0824","C22",4025
"817","AU18_0824","C22ad",943
"818","AU18_0824","C1",43
"819","AU18_0824","C3",759
"820","AU18_0824","C22ah",118
"821","AU18_0824","1611788_C",173
"822","AU18_0824","1147954_C",76
"823","AU18_0824","1148411_C",84
"824","AU18_0824","1630543_C",74
"825","AU18_0824","1612485_C",70
"826","AU18_0824","1611789_C",63
"827","AU18_0824","1626763_C",62
"828","AU18_0824","D1",37
"829","AU18_0824","D6",35
"830","AU18_0824","D4",36
"831","AU18_0824","D1ej",8
"832","AU18_0824","D2.2",6
"833","AU18_0824","D1id",5
"834","AU18_0824","10616_D",8
"835","AU18_1079","C22",2239
"836","AU18_1079","C22ad",746
"837","AU18_1079","C1",27
"838","AU18_1079","C3",479
"839","AU18_1079","C22ah",135
"840","AU18_1079","1611788_C",81
"841","AU18_1079","1645568_C",76
"842","AU18_1079","1147954_C",64
"843","AU18_1079","1148411_C",58
"844","AU18_1079","37253_C",27
"845","AU18_1079","1630543_C",30
"846","AU18_1079","1612485_C",40
"847","AU18_1079","1645678_C",26
"848","AU18_1079","2885792_C",29
"849","AU18_1079","2885793_C",25
"850","AU18_0695","C22",1939
"851","AU18_0695","C22ad",850
"852","AU18_0695","C1",1421
"853","AU18_0695","C3",558
"854","AU18_0695","C22ah",170
"855","AU18_0695","C1b",59
"856","AU18_0695","C1c",79
"857","AU18_0695","1611788_C",78
"858","AU18_0695","1147954_C",60
"859","AU18_0695","1148411_C",41
"860","AU18_0695","37253_C",52
"861","AU18_0695","C22ai",140
"862","AU18_0695","C72k",35
"863","AU18_0695","C1w",32
"864","AU18_0695","C1al",26
"865","AU18_0695","C3ju",24
"866","AU18_0597","C22",2985
"867","AU18_0597","C22ad",1504
"868","AU18_0597","C1",37
"869","AU18_0597","C3",1322
"870","AU18_0597","C22ah",192
"871","AU18_0597","1611788_C",103
"872","AU18_0597","1645568_C",94
"873","AU18_0597","1147954_C",73
"874","AU18_0597","1148411_C",67
"875","AU18_0597","37253_C",87
"876","AU18_0597","C21",58
"877","AU18_0597","1630543_C",37
"878","AU18_0597","1612485_C",33
"879","AU18_0597","C3n",157
"880","AU18_0597","1645678_C",58
"881","AU18_0692","C22",3963
"882","AU18_0692","C22ad",672
"883","AU18_0692","C1",62
"884","AU18_0692","C3",748
"885","AU18_0692","C22ah",52
"886","AU18_0692","1611788_C",142
"887","AU18_0692","1147954_C",43
"888","AU18_0692","1148411_C",66
"889","AU18_0692","1612485_C",56
"890","AU18_0692","1680592_C",143
"891","AU18_0692","1630681_C",150
"892","AU18_0692","1611789_C",47
"893","AU18_0692","1662001_C",50
"894","AU18_0692","1630513_C",30
"895","AU18_0257","C22",1705
"896","AU18_0257","C22ad",903
"897","AU18_0257","C1",117
"898","AU18_0257","C3",553
"899","AU18_0257","C22ah",93
"900","AU18_0257","C42.2",46
"901","AU18_0257","C3xe",15
"902","AU18_0257","C1b",17
"903","AU18_0257","1611788_C",78
"904","AU18_0257","1645568_C",52
"905","AU18_0257","1147954_C",53
"906","AU18_0257","1148411_C",42
"907","AU18_0257","37253_C",34
"908","AU18_0257","C21",30
"909","AU18_0257","1630543_C",21
"910","AU18_0257","1626916_C",16
"911","AU18_0257","1622915_C",24
"912","AU18_0257","2786619_C",16
"913","AU18_0257","1670426_C",17
"914","AU18_0257","1642017_C",17
"915","AU18_0485","C22",566
"916","AU18_0485","C22ad",308
"917","AU18_0485","C1",34
"918","AU18_0485","C3",166
"919","AU18_0485","C22ah",42
"920","AU18_0485","1611788_C",29
"921","AU18_0485","1147954_C",11
"922","AU18_0485","C8",15
"923","AU18_0485","1148411_C",7
"924","AU18_0485","C21",9
"925","AU18_0485","C79",14
"926","AU18_0485","1630543_C",12
"927","AU18_0485","C8a",7
"928","AU18_0485","C78c",9
"929","AU18_0485","1626916_C",8
"930","AU18_0485","2174376_C",8
"931","AU18_0485","1611789_C",6
"932","AU18_0485","C54l",17
"933","AU18_0485","1626350_C",21
"934","AU18_0485","C42e",7
"935","AU18_0485","2239310_C",6
"936","AU18_0485","C79b",5
"937","AU18_0485","C54b",5
"938","AU18_0485","C1j",5
"939","AU18_0485","D1",5
"940","AU18_0895","C22",1292
"941","AU18_0895","C22ad",208
"942","AU18_0895","C1",11
"943","AU18_0895","C3",274
"944","AU18_0895","C22ah",58
"945","AU18_0895","1611788_C",62
"946","AU18_0895","1147954_C",17
"947","AU18_0895","1148411_C",37
"948","AU18_0895","1630543_C",23
"949","AU18_0895","1612485_C",28
"950","AU18_0895","1626916_C",20
"951","AU18_0895","1611789_C",27
"952","AU18_0895","1626763_C",21
"953","AU18_0895","2282560_C",11
"954","AU18_0895","2282558_C",9
"955","AU18_0895","1630350_C",30
"956","AU18_0895","2885794_C",10
"957","AU18_0895","1658362_C",8
"958","AU18_0895","D1",387
"959","AU18_0895","D6",159
"960","AU18_0895","D4",188
"961","AU18_0895","D1ej",52
"962","AU18_0895","D2.2",20
"963","AU18_0895","D4k",27
"964","AU18_0895","D17d",4
"965","AU18_0895","D2",11
"966","AU18_0895","D1id",14
"967","AU18_0895","281318_D",16
"968","AU18_0895","7488_D",15
"969","AU18_0895","D17e",5
"970","AU18_0895","2175598_D",11
"971","AU18_0895","D17j",7
"972","AU18_0895","D17c",4
"973","AU18_0895","19245_D",9
"974","AU18_0876","C22",1891
"975","AU18_0876","C22ad",638
"976","AU18_0876","C1",18
"977","AU18_0876","C3",203
"978","AU18_0876","C22ah",28
"979","AU18_0876","1148411_C",30
"980","AU18_0876","1612485_C",19
"981","AU18_0876","1611789_C",16
"982","AU18_0876","2282560_C",15
"983","AU18_0876","1653201_C",11
"984","AU18_0876","D1",737
"985","AU18_0876","D6",361
"986","AU18_0876","D4",386
"987","AU18_0876","D1ej",89
"988","AU18_0876","D2.2",72
"989","AU18_0876","D4k",77
"990","AU18_0876","D17d",15
"991","AU18_0876","D2",26
"992","AU18_0876","281318_D",25
"993","AU18_0876","7488_D",26
"994","AU18_0876","D17e",19
"995","AU18_0876","2175598_D",13
"996","AU18_0876","223603_D",24
"997","AU18_0876","17682_D",11
"998","AU18_0876","D17j",17
"999","AU18_0876","D17c",8
"1000","AU18_0876","D2c",17
"1001","AU18_0876","D17al",10
"1002","AU18_0876","D17l",7
"1003","AU18_0876","D1u",10
"1004","AU18_0599","C22",1459
"1005","AU18_0599","C22ad",887
"1006","AU18_0599","C1",33
"1007","AU18_0599","C3",563
"1008","AU18_0599","C22ah",117
"1009","AU18_0599","1611788_C",46
"1010","AU18_0599","1645568_C",54
"1011","AU18_0599","1147954_C",35
"1012","AU18_0599","1148411_C",21
"1013","AU18_0599","37253_C",27
"1014","AU18_0599","C21",30
"1015","AU18_0599","1630543_C",21
"1016","AU18_0599","2174376_C",15
"1017","AU18_0599","1611789_C",15
"1018","AU18_0599","21025_C",16
"1019","AU18_0599","1662001_C",25
"1020","AU18_0599","1351_C",14
"1021","AU18_0599","2885762_C",49
"1022","AU18_0599","D1",307
"1023","AU18_0599","D6",250
"1024","AU18_0599","D4",27
"1025","AU18_0599","D1ej",1322
"1026","AU18_0599","D2.2",153
"1027","AU18_0599","D17d",45
"1028","AU18_0599","D17e",31
"1029","AU18_0599","17682_D",60
"1030","AU18_0599","D2a",16
"1031","AU18_0599","D17c",14
"1032","AU18_0599","D2c",50
"1033","AU18_0599","253897_D",70
"1034","AU18_0599","141145_D",61
"1035","AU18_0599","2885760_D",60
"1036","AU18_0599","222919_D",46
"1037","AU18_0599","460098_D",35
"1038","AU18_0599","10616_D",21
"1039","AU18_0599","13356_D",24
"1040","AU18_0599","D2j",17
"1041","AU18_0599","2885761_D",11
"1042","AU18_0745","C22",3902
"1043","AU18_0745","C22ad",1336
"1044","AU18_0745","C1",709
"1045","AU18_0745","C3",504
"1046","AU18_0745","C42.2",29
"1047","AU18_0745","C1b",45
"1048","AU18_0745","C1c",42
"1049","AU18_0745","1611788_C",75
"1050","AU18_0745","1148411_C",62
"1051","AU18_0745","37253_C",71
"1052","AU18_0745","C22ai",233
"1053","AU18_0745","1612485_C",59
"1054","AU18_0745","1680592_C",86
"1055","AU18_0745","1618884_C",86
"1056","AU18_1035","C22",1515
"1057","AU18_1035","C22ad",654
"1058","AU18_1035","C1",1940
"1059","AU18_1035","C3",719
"1060","AU18_1035","C22ah",66
"1061","AU18_1035","C1b",55
"1062","AU18_1035","C1c",94
"1063","AU18_1035","1611788_C",46
"1064","AU18_1035","1147954_C",40
"1065","AU18_1035","37253_C",116
"1066","AU18_1035","C22ai",294
"1067","AU18_1035","1630543_C",26
"1068","AU18_1035","C50f",25
"1069","AU18_1035","C72k",35
"1070","AU18_1035","1680592_C",43
"1071","AU18_1035","C1w",30
"1072","AU18_1035","C1al",30
"1073","AU18_1035","C3ju",26
"1074","AU18_1035","1646070_C",24
"1075","AU18_1172","C22",2026
"1076","AU18_1172","C22ad",848
"1077","AU18_1172","C1",1789
"1078","AU18_1172","C3",1046
"1079","AU18_1172","C22ah",183
"1080","AU18_1172","C1b",59
"1081","AU18_1172","C1c",122
"1082","AU18_1172","1645568_C",79
"1083","AU18_1172","1147954_C",50
"1084","AU18_1172","1148411_C",56
"1085","AU18_1172","37253_C",99
"1086","AU18_1172","C22ai",338
"1087","AU18_1172","C50f",40
"1088","AU18_1172","1680592_C",105
"1089","AU18_1172","C1al",39
"1090","AU18_1033","C22",272
"1091","AU18_1033","C22ad",158
"1092","AU18_1033","C1",2679
"1093","AU18_1033","C3",279
"1094","AU18_1033","C22ah",35
"1095","AU18_1033","C1b",67
"1096","AU18_1033","C1c",228
"1097","AU18_1033","37253_C",39
"1098","AU18_1033","C22ai",152
"1099","AU18_1033","C72k",42
"1100","AU18_1033","1680592_C",22
"1101","AU18_1033","C1al",33
"1102","AU18_1033","C1jx",26
"1103","AU18_1111","C22",1317
"1104","AU18_1111","C22ad",597
"1105","AU18_1111","C1",718
"1106","AU18_1111","C3",445
"1107","AU18_1111","C22ah",75
"1108","AU18_1111","C1b",35
"1109","AU18_1111","1645568_C",48
"1110","AU18_1111","1147954_C",33
"1111","AU18_1111","1148411_C",29
"1112","AU18_1111","37253_C",80
"1113","AU18_1111","C22ai",144
"1114","AU18_1111","1630543_C",26
"1115","AU18_1111","1612485_C",19
"1116","AU18_1111","1680592_C",43
"1117","AU18_1111","1618884_C",47
"1118","AU18_1111","1630270_C",15
"1119","AU18_1075","C22",1741
"1120","AU18_1075","C22ad",723
"1121","AU18_1075","C1",3794
"1122","AU18_1075","C3",940
"1123","AU18_1075","C22ah",121
"1124","AU18_1075","C1b",94
"1125","AU18_1075","C1c",240
"1126","AU18_1075","1611788_C",53
"1127","AU18_1075","1147954_C",37
"1128","AU18_1075","37253_C",153
"1129","AU18_1075","C22ai",512
"1130","AU18_1075","C50f",63
"1131","AU18_1075","C72k",78
"1132","AU18_1075","1680592_C",81
"1133","AU18_1075","C1w",64
"1134","AU18_1075","C1al",43
"1135","AU18_1075","C1jx",41
"1136","AU18_1075","C3ju",47
"1137","AU18_1075","1626302_C",46
"1138","AU18_1072","C22",2411
"1139","AU18_1072","C22ad",1056
"1140","AU18_1072","C1",2992
"1141","AU18_1072","C3",1398
"1142","AU18_1072","C22ah",222
"1143","AU18_1072","C42.2",55
"1144","AU18_1072","C1b",191
"1145","AU18_1072","C1c",148
"1146","AU18_1072","1645568_C",79
"1147","AU18_1072","1147954_C",73
"1148","AU18_1072","37253_C",234
"1149","AU18_1072","C22ai",599
"1150","AU18_1072","C50f",53
"1151","AU18_1072","C72k",66
"1152","AU18_1072","1680592_C",83
"1153","AU18_1072","1618884_C",109
"1154","AU18_0908","C22",1435
"1155","AU18_0908","C22ad",709
"1156","AU18_0908","C1",2444
"1157","AU18_0908","C3",750
"1158","AU18_0908","C22ah",111
"1159","AU18_0908","C42.2",53
"1160","AU18_0908","C1b",156
"1161","AU18_0908","C1c",206
"1162","AU18_0908","1147954_C",38
"1163","AU18_0908","37253_C",101
"1164","AU18_0908","C22ai",223
"1165","AU18_0908","C50f",31
"1166","AU18_0908","C72k",36
"1167","AU18_0908","1680592_C",42
"1168","AU18_0908","C1w",43
"1169","AU18_0908","C1al",40
"1170","AU18_0908","C1br",31
"1171","AU18_1032","C22",320
"1172","AU18_1032","C22ad",126
"1173","AU18_1032","C1",3267
"1174","AU18_1032","C3",339
"1175","AU18_1032","C22ah",34
"1176","AU18_1032","C1b",107
"1177","AU18_1032","C1c",353
"1178","AU18_1032","C22ai",102
"1179","AU18_1032","C72k",82
"1180","AU18_1032","C1w",57
"1181","AU18_1032","C1al",54
"1182","AU18_1032","C1jx",49
"1183","AU18_1032","C3ju",52
"1184","AU18_1032","C1cu",31
"1185","AU18_1032","C1ge",23
"1186","AU18_1010","C22",416
"1187","AU18_1010","C22ad",138
"1188","AU18_1010","C1",880
"1189","AU18_1010","C3",271
"1190","AU18_1010","C22ah",42
"1191","AU18_1010","C42.2",22
"1192","AU18_1010","C1b",35
"1193","AU18_1010","C1c",58
"1194","AU18_1010","C22ai",67
"1195","AU18_1010","C50f",12
"1196","AU18_1010","C72k",17
"1197","AU18_1010","1680592_C",15
"1198","AU18_1010","C1bh",9
"1199","AU18_1010","C1cb",8
"1200","AU18_1010","1626302_C",8
"1201","AU18_1010","1670248_C",8
"1202","AU18_1010","D1",316
"1203","AU18_1010","D6",68
"1204","AU18_1010","D4",39
"1205","AU18_1010","D1d",27
"1206","AU18_1010","D6c",11
"1207","AU18_1010","D2.2",4
"1208","AU18_1010","D10",16
"1209","AU18_1010","D4ae",5
"1210","AU18_1010","D17d",13
"1211","AU18_1010","D1af",9
"1212","AU18_1010","D17e",6
"1213","AU18_1010","32528_D",9
"1214","AU18_1010","D1r",9
"1215","AU18_1010","2885791_D",4
"1216","AU18_1010","D17c",6
"1217","AU18_1010","D1dm",4
"1218","AU18_1010","1170996_D",7
"1219","AU18_1010","6624_D",4
"1220","AU18_1010","25651_D",4
"1221","AU18_0164","C1",314
"1222","AU18_0164","C42.2",139
"1223","AU18_0164","C3xe",2599
"1224","AU18_0164","C3xf",2103
"1225","AU18_0164","C1b",65
"1226","AU18_0164","C3ih",101
"1227","AU18_0164","107479_C",137
"1228","AU18_0164","766366_C",38
"1229","AU18_0164","C3mk",29
"1230","AU18_0164","1491900_C",69
"1231","AU18_0164","2286672_C",265
"1232","AU18_0164","91281_C",32
"1233","AU18_0164","2783498_C",116
"1234","AU18_0069","C1",1354
"1235","AU18_0069","C42.2",735
"1236","AU18_0069","C3xe",1148
"1237","AU18_0069","C3xf",41
"1238","AU18_0069","C1b",248
"1239","AU18_0069","C3ih",161
"1240","AU18_0069","C1gw",153
"1241","AU18_0069","C1ab",79
"1242","AU18_0069","C1by",127
"1243","AU18_0069","47106_C",58
"1244","AU18_0069","44745_C",56
"1245","AU18_0069","1031429_C",101
"1246","AU18_0069","2783481_C",24
"1247","AU18_0069","C3mk",40
"1248","AU18_0069","47105_C",24
"1249","AU18_0069","C120b",52
"1250","AU18_0069","1491900_C",38
"1251","AU18_0069","90920_C",41
"1252","AU18_0069","C42ao",21
"1253","AU18_0069","C3vb",28
"1254","AU18_0069","1029753_C",62
"1255","AU18_0069","91281_C",49
"1256","AU18_0069","147220_C",35
"1257","AU18_0069","92851_C",31
"1258","AU18_0069","2784993_C",52
"1259","AU18_0069","2885800_C",26
"1260","AU18_0071","C22",4
"1261","AU18_0071","C1",212
"1262","AU18_0071","C3",4
"1263","AU18_0071","C42.2",166
"1264","AU18_0071","C3xe",99
"1265","AU18_0071","C3xf",140
"1266","AU18_0071","C1b",89
"1267","AU18_0071","C8",11
"1268","AU18_0071","C3ih",66
"1269","AU18_0071","C1gw",22
"1270","AU18_0071","C1ab",18
"1271","AU18_0071","C1by",18
"1272","AU18_0071","107479_C",17
"1273","AU18_0071","C8a",4
"1274","AU18_0071","278761_C",15
"1275","AU18_0071","766366_C",7
"1276","AU18_0071","1031429_C",4
"1277","AU18_0071","2783481_C",9
"1278","AU18_0071","C3mk",7
"1279","AU18_0071","47105_C",11
"1280","AU18_0071","C120b",11
"1281","AU18_0071","1026568_C",26
"1282","AU18_0071","C42e",5
"1283","AU18_0071","2783442_C",4
"1284","AU18_0071","C79b",10
"1285","AU18_0071","2783357_C",4
"1286","AU18_0071","1163943_C",8
"1287","AU18_0071","2885740_C",9
"1288","AU18_0071","1685230_C",5
"1289","AU18_0071","1631480_C",4
"1290","AU18_0237","C1",300
"1291","AU18_0237","C3",5
"1292","AU18_0237","C42.2",199
"1293","AU18_0237","C3xe",161
"1294","AU18_0237","C3xf",80
"1295","AU18_0237","C1b",66
"1296","AU18_0237","C3ih",72
"1297","AU18_0237","C1gw",32
"1298","AU18_0237","C1ab",43
"1299","AU18_0237","C1by",26
"1300","AU18_0237","107479_C",21
"1301","AU18_0237","278761_C",19
"1302","AU18_0237","47106_C",6
"1303","AU18_0237","44745_C",5
"1304","AU18_0237","1031429_C",12
"1305","AU18_0237","2783481_C",4
"1306","AU18_0237","C3mk",5
"1307","AU18_0237","47105_C",6
"1308","AU18_0237","90920_C",9
"1309","AU18_0237","2783544_C",8
"1310","AU18_0237","91281_C",9
"1311","AU18_0237","147220_C",10
"1312","AU18_0237","1150766_C",4
"1313","AU18_0237","2783357_C",10
"1314","AU18_0237","2885748_C",18
"1315","AU18_0237","1163943_C",4
"1316","AU18_0237","208_C",10
"1317","AU18_0237","2885749_C",9
"1318","AU18_0237","22178_C",9
"1319","AU18_0237","2783458_C",6
"1320","AU18_0237","91418_C",5
"1321","AU18_0237","962494_C",4
"1322","AU18_0237","2885751_C",4
"1323","AU18_0237","2885750_C",4
"1324","AU18_0237","2785003_C",4
"1325","AU18_0165","C1",2403
"1326","AU18_0165","C42.2",1261
"1327","AU18_0165","C3xe",1252
"1328","AU18_0165","C3xf",899
"1329","AU18_0165","C1b",523
"1330","AU18_0165","C3ih",399
"1331","AU18_0165","C1gw",243
"1332","AU18_0165","C1ab",111
"1333","AU18_0165","C1by",196
"1334","AU18_0165","107479_C",357
"1335","AU18_0165","278761_C",184
"1336","AU18_0165","47106_C",77
"1337","AU18_0165","766366_C",184
"1338","AU18_0165","44745_C",65
"1339","AU18_0165","1031429_C",102
"1340","AU18_0165","2783481_C",87
"1341","AU18_0165","C3mk",77
"1342","AU18_0165","47105_C",73
"1343","AU18_0165","C120b",111
"1344","AU18_0165","1491900_C",80
"1345","AU18_0165","90920_C",108
"1346","AU18_0165","C42ao",65
"1347","AU18_0165","1026568_C",170
"1348","AU18_0165","1029753_C",41
"1349","AU18_0165","2783442_C",49
"1350","AU18_0165","150940_C",66
"1351","AU18_0165","17505_C",39
"1352","AU18_0165","27913_C",57
"1353","AU18_0064","C1",458
"1354","AU18_0064","C3",9
"1355","AU18_0064","C42.2",216
"1356","AU18_0064","C3xe",289
"1357","AU18_0064","C3xf",94
"1358","AU18_0064","C1b",106
"1359","AU18_0064","C3ih",101
"1360","AU18_0064","C1gw",55
"1361","AU18_0064","C1ab",38
"1362","AU18_0064","C1by",38
"1363","AU18_0064","107479_C",44
"1364","AU18_0064","278761_C",29
"1365","AU18_0064","47106_C",15
"1366","AU18_0064","766366_C",22
"1367","AU18_0064","44745_C",14
"1368","AU18_0064","1031429_C",19
"1369","AU18_0064","2783481_C",7
"1370","AU18_0064","C3mk",18
"1371","AU18_0064","47105_C",15
"1372","AU18_0064","C120b",20
"1373","AU18_0064","1491900_C",9
"1374","AU18_0064","90920_C",10
"1375","AU18_0064","C42ao",19
"1376","AU18_0064","2783544_C",13
"1377","AU18_0064","1029753_C",8
"1378","AU18_0064","91281_C",7
"1379","AU18_0064","2783442_C",14
"1380","AU18_0064","147220_C",11
"1381","AU18_0064","1150766_C",9
"1382","AU18_0064","150940_C",10
"1383","AU18_0064","92851_C",11
"1384","AU18_0064","392267_C",9
"1385","AU18_0064","93539_C",8
"1386","AU18_0064","255526_C",8
"1387","AU18_0070","C1",1358
"1388","AU18_0070","C3",54
"1389","AU18_0070","C42.2",762
"1390","AU18_0070","C3xe",585
"1391","AU18_0070","C3xf",285
"1392","AU18_0070","C1b",252
"1393","AU18_0070","C3ih",344
"1394","AU18_0070","C1gw",165
"1395","AU18_0070","C1ab",104
"1396","AU18_0070","C1by",123
"1397","AU18_0070","107479_C",179
"1398","AU18_0070","278761_C",130
"1399","AU18_0070","47106_C",57
"1400","AU18_0070","766366_C",74
"1401","AU18_0070","44745_C",28
"1402","AU18_0070","1031429_C",45
"1403","AU18_0070","2783481_C",45
"1404","AU18_0070","C3mk",70
"1405","AU18_0070","47105_C",45
"1406","AU18_0070","C120b",43
"1407","AU18_0070","1491900_C",52
"1408","AU18_0070","90920_C",38
"1409","AU18_0070","C42ao",25
"1410","AU18_0070","C3od",25
"1411","AU18_0070","2783544_C",51
"1412","AU18_0070","1029753_C",32
"1413","AU18_0070","2783442_C",26
"1414","AU18_0070","147220_C",21
"1415","AU18_0070","1150766_C",25
"1416","AU18_0070","2885766_C",21
"1417","AU18_0070","17505_C",25
"1418","AU18_0070","38496_C",31
"1419","AU18_0068","C1",874
"1420","AU18_0068","C3",32
"1421","AU18_0068","C42.2",487
"1422","AU18_0068","C3xe",507
"1423","AU18_0068","C3xf",228
"1424","AU18_0068","C1b",142
"1425","AU18_0068","C3ih",195
"1426","AU18_0068","C1gw",99
"1427","AU18_0068","C1ab",62
"1428","AU18_0068","C1by",96
"1429","AU18_0068","107479_C",111
"1430","AU18_0068","278761_C",75
"1431","AU18_0068","47106_C",25
"1432","AU18_0068","766366_C",61
"1433","AU18_0068","44745_C",32
"1434","AU18_0068","1031429_C",49
"1435","AU18_0068","2783481_C",31
"1436","AU18_0068","C3mk",34
"1437","AU18_0068","47105_C",32
"1438","AU18_0068","C120b",38
"1439","AU18_0068","1491900_C",37
"1440","AU18_0068","90920_C",28
"1441","AU18_0068","C42ao",17
"1442","AU18_0068","2783544_C",30
"1443","AU18_0068","1029753_C",25
"1444","AU18_0068","2783442_C",18
"1445","AU18_0068","1150766_C",22
"1446","AU18_0068","150940_C",18
"1447","AU18_0068","92851_C",20
"1448","AU18_0068","2885766_C",16
"1449","AU18_0068","17505_C",17
"1450","AU18_0068","48654_C",20
"1451","AU18_0068","46331_C",17
"1452","AU18_0068","C1lh",16
"1453","AU18_0067","C1",341
"1454","AU18_0067","C42.2",179
"1455","AU18_0067","C3xe",132
"1456","AU18_0067","C3xf",96
"1457","AU18_0067","C1b",53
"1458","AU18_0067","C3ih",82
"1459","AU18_0067","C1gw",66
"1460","AU18_0067","C1ab",37
"1461","AU18_0067","C1by",44
"1462","AU18_0067","107479_C",35
"1463","AU18_0067","278761_C",15
"1464","AU18_0067","47106_C",13
"1465","AU18_0067","766366_C",16
"1466","AU18_0067","44745_C",11
"1467","AU18_0067","1031429_C",18
"1468","AU18_0067","2783481_C",56
"1469","AU18_0067","C3mk",9
"1470","AU18_0067","47105_C",12
"1471","AU18_0067","1491900_C",6
"1472","AU18_0067","90920_C",8
"1473","AU18_0067","C42ao",6
"1474","AU18_0067","2783544_C",13
"1475","AU18_0067","20466_C",5
"1476","AU18_0067","1150766_C",8
"1477","AU18_0067","2885766_C",7
"1478","AU18_0067","2786470_C",7
"1479","AU18_0067","1670177_C",6
"1480","AU18_0067","2885767_C",5
"1481","AU18_0067","2783601_C",5
"1482","AU18_0311","C22",592
"1483","AU18_0311","C22ad",381
"1484","AU18_0311","C1",1038
"1485","AU18_0311","C3",345
"1486","AU18_0311","C22ah",67
"1487","AU18_0311","C42.2",507
"1488","AU18_0311","C3xe",868
"1489","AU18_0311","C3xf",1140
"1490","AU18_0311","C1b",169
"1491","AU18_0311","37253_C",63
"1492","AU18_0311","C3ih",134
"1493","AU18_0311","C22ai",59
"1494","AU18_0311","C1gw",63
"1495","AU18_0311","C1ab",100
"1496","AU18_0311","C1by",106
"1497","AU18_0311","107479_C",377
"1498","AU18_0311","766366_C",81
"1499","AU18_0311","1031429_C",47
"1500","AU18_0311","47105_C",37
"1501","AU18_0311","C3od",102
"1502","AU18_0311","1648847_C",103
"1503","AU18_0311","91281_C",37
"1504","AU18_0311","2783442_C",30
"1505","AU18_0311","147220_C",30
"1506","AU18_0311","1670629_C",56
"1507","AU18_0311","150940_C",45
"1508","AU18_0311","1618671_C",30
"1509","AU18_0311","2885786_C",30
"1510","AU18_0311","2783362_C",60
"1511","AU18_0311","2885806_C",50
"1512","AU18_0821","C1",5
"1513","AU18_0821","C8",5
"1514","AU18_0821","C78c",4
"1515","AU18_0821","D1",1919
"1516","AU18_0821","D6",842
"1517","AU18_0821","D4",1032
"1518","AU18_0821","D1ej",284
"1519","AU18_0821","D2.2",204
"1520","AU18_0821","D4k",213
"1521","AU18_0821","D2",103
"1522","AU18_0821","D1id",107
"1523","AU18_0821","281318_D",90
"1524","AU18_0821","7488_D",79
"1525","AU18_0821","2175598_D",51
"1526","AU18_0821","223603_D",64
"1527","AU18_0821","17682_D",39
"1528","AU18_0821","2885743_D",45
"1529","AU18_0821","53111_D",22
"1530","AU18_0748","C22",879
"1531","AU18_0748","C22ad",276
"1532","AU18_0748","C1",74
"1533","AU18_0748","C3",58
"1534","AU18_0748","C22ah",13
"1535","AU18_0748","C1n",7
"1536","AU18_0748","C8",11
"1537","AU18_0748","1148411_C",46
"1538","AU18_0748","37253_C",5
"1539","AU18_0748","C79",5
"1540","AU18_0748","C8a",6
"1541","AU18_0748","C78c",8
"1542","AU18_0748","1611789_C",9
"1543","AU18_0748","C79b",5
"1544","AU18_0748","2282560_C",18
"1545","AU18_0748","2282565_C",9
"1546","AU18_0748","2282558_C",11
"1547","AU18_0748","1084218_C",5
"1548","AU18_0748","2282561_C",6
"1549","AU18_0748","1645836_C",8
"1550","AU18_0748","D1",1513
"1551","AU18_0748","D6",694
"1552","AU18_0748","D4",842
"1553","AU18_0748","D1ej",162
"1554","AU18_0748","D2.2",128
"1555","AU18_0748","D4k",129
"1556","AU18_0748","D17d",21
"1557","AU18_0748","D2",84
"1558","AU18_0748","D1id",41
"1559","AU18_0748","281318_D",44
"1560","AU18_0748","7488_D",70
"1561","AU18_0748","2175598_D",40
"1562","AU18_0748","223603_D",32
"1563","AU18_0748","2885743_D",20
"1564","AU18_0748","D17j",33
"1565","AU18_0748","10179_D",19
"1566","AU18_0744","C22",985
"1567","AU18_0744","C22ad",187
"1568","AU18_0744","C1",14
"1569","AU18_0744","C3",186
"1570","AU18_0744","C22ah",55
"1571","AU18_0744","1611788_C",51
"1572","AU18_0744","1147954_C",31
"1573","AU18_0744","1148411_C",37
"1574","AU18_0744","C21",9
"1575","AU18_0744","1630543_C",10
"1576","AU18_0744","1612485_C",17
"1577","AU18_0744","1626916_C",13
"1578","AU18_0744","C39ab",6
"1579","AU18_0744","1611789_C",24
"1580","AU18_0744","2282560_C",15
"1581","AU18_0744","2282558_C",11
"1582","AU18_0744","2282561_C",11
"1583","AU18_0744","2885794_C",8
"1584","AU18_0744","2885795_C",13
"1585","AU18_0744","1669953_C",10
"1586","AU18_0744","1645719_C",9
"1587","AU18_0744","24193_C",7
"1588","AU18_0744","2885796_C",6
"1589","AU18_0744","D1",933
"1590","AU18_0744","D6",323
"1591","AU18_0744","D4",503
"1592","AU18_0744","D1ej",89
"1593","AU18_0744","D2.2",72
"1594","AU18_0744","D4k",58
"1595","AU18_0744","D17d",13
"1596","AU18_0744","D2",32
"1597","AU18_0744","D1id",63
"1598","AU18_0744","281318_D",20
"1599","AU18_0744","D17e",10
"1600","AU18_0744","2175598_D",26
"1601","AU18_0744","223603_D",22
