"","sample.ID","seq.ID","abundance","cumulative_abundance","total_abundance","cumulative_percentage","fill_col","sample_uid","host_genus","host_species","collection_longitude","collection_latitude","facet_column"
"1545","AU18_0895","C22ah",58,505,3075,0.164227642276423,"C22ah","158809","Turbinaria","Turbinaria_mesenterina",152.71016,-24.11193,"a"
"1546","AU18_1010","C1c",58,411,2567,0.16010907674328,"C1c","158821","Turbinaria","Turbinaria_sp.",151.74225,-24.02064,"a"
"1547","AU18_0069","47106_C",58,616,4784,0.12876254180602,"47106_C","158708","Turbinaria","Turbinaria_reniformis",153.18158,-30.24195,"a"
"1548","AU18_0748","C3",58,480,5331,0.0900393922341024,"C3","158805","Turbinaria","Turbinaria_mesenterina",151.929,-23.43327,"a"
"1549","AU18_0744","D4k",58,613,3954,0.155032878098128,"D4k","158802","Turbinaria","Turbinaria_mesenterina",151.929,-23.43327,"a"
"1550","AU18_0962","2885739_C",58,165,7073,0.0233281493001555,"2885739_C","158814","Turbinaria","Turbinaria_reniformis",151.74128,-24.00121,"a"
"1551","AU18_0483","C1ge",58,110,8786,0.0125199180514455,"C1ge","158770","Turbinaria","Turbinaria_patula",153.52519,-27.41415,"a"
"1552","AU18_0113","C3an",58,368,1139,0.323090430201932,"C3an","158718","Turbinaria","Turbinaria_mesenterina",153.38793,-29.92353,"a"
"1553","AU18_0632","C1c",58,359,4227,0.0849302105512184,"C1c","158789","Turbinaria","Turbinaria_reniformis",150.92229,-23.16422,"a"
"1554","AU18_0390","C8a",58,565,760,0.743421052631579,"C8a","158756","Turbinaria","Turbinaria_frondens",153.55168,-27.39137,"a"
"1555","AU18_0587","1662001_C",59,207,5965,0.0347024308466052,"1662001_C","158777","Turbinaria","Turbinaria_reniformis",150.97526,-23.14819,"a"
"1556","AU18_0251","2786619_C",59,217,12084,0.0179576299238663,"2786619_C","158740","Turbinaria","Turbinaria_mesenterina",153.62861,-28.60497,"a"
"1557","AU18_1039","1147954_C",59,272,4733,0.0574688358335094,"1147954_C","158830","Turbinaria","Turbinaria_mesenterina",151.47969,-23.99487,"a"
"1558","AU18_1124","C1",59,316,3817,0.0827875294734084,"C1","158846","Turbinaria","Turbinaria_mesenterina",153.11325,-26.61472,"a"
"1559","AU18_0695","C1b",59,269,5564,0.0483465132997843,"C1b","158794","Turbinaria","Turbinaria_patula",150.92229,-23.16422,"a"
"1560","AU18_0745","1612485_C",59,175,7239,0.0241746097527283,"1612485_C","158803","Turbinaria","Turbinaria_reniformis",151.929,-23.43327,"a"
"1561","AU18_1172","C1b",59,244,6879,0.0354702718418375,"C1b","158853","Turbinaria","Turbinaria_mesenterina",153.11325,-26.61472,"a"
"1562","AU18_0311","C22ai",59,451,6747,0.0668445234919223,"C22ai","158747","Turbinaria","Turbinaria_patula",153.62826,-28.61083,"a"
"1563","AU18_0063","C3dw",59,554,5234,0.105846388995032,"C3dw","158703","Turbinaria","Turbinaria_mesenterina",153.18158,-30.24195,"a"
"1564","AU18_0632","25889_C",59,418,4227,0.0988881003075467,"25889_C","158789","Turbinaria","Turbinaria_reniformis",150.92229,-23.16422,"a"
"1565","AU18_0696","1611788_C",60,271,2999,0.0903634544848283,"1611788_C","158795","Turbinaria","Turbinaria_reniformis",150.92229,-23.16422,"a"
"1566","AU18_0460","1148411_C",60,307,3840,0.0799479166666667,"1148411_C","158762","Turbinaria","Turbinaria_mesenterina",153.52519,-27.41415,"a"
"1567","AU18_1060","C21",60,337,7959,0.0423420027641664,"C21","158834","Turbinaria","Turbinaria_patula",151.74128,-24.00121,"a"
"1568","AU18_1123","1714620_C",60,202,10194,0.0198155777908574,"1714620_C","158845","Turbinaria","Turbinaria_patula",153.11325,-26.61472,"a"
"1569","AU18_0967","C21",60,256,3682,0.0695274307441608,"C21","158819","Turbinaria","Turbinaria_reniformis",151.47969,-23.99487,"a"
"1570","AU18_0695","1147954_C",60,329,5564,0.0591301222142344,"1147954_C","158794","Turbinaria","Turbinaria_patula",150.92229,-23.16422,"a"
"1571","AU18_0599","17682_D",60,798,6047,0.131966264263271,"17682_D","158784","Turbinaria","Turbinaria_patula",153.48416,-26.97812,"a"
"1572","AU18_0599","2885760_D",60,858,6047,0.141888539771788,"2885760_D","158784","Turbinaria","Turbinaria_patula",153.48416,-26.97812,"a"
"1573","AU18_0311","2783362_C",60,511,6747,0.0757373647547058,"2783362_C","158747","Turbinaria","Turbinaria_patula",153.62826,-28.61083,"a"
"1574","AU18_0468","772549_D",60,234,6629,0.0352994418464323,"772549_D","158764","Turbinaria","Turbinaria_patula",153.52519,-27.41415,"a"
"1575","AU18_0966","C3ju",60,153,5901,0.0259278088459583,"C3ju","158818","Turbinaria","Turbinaria_reniformis",151.74128,-24.00121,"a"
"1576","AU18_0474","22134_C",60,452,5446,0.0829966948218876,"22134_C","158768","Turbinaria","Turbinaria_patula",153.52519,-27.41415,"a"
"1577","AU18_0747","37253_C",60,332,8322,0.0398942561884162,"37253_C","158804","Turbinaria","Turbinaria_reniformis",151.929,-23.43327,"a"
"1578","AU18_1037","C1w",60,344,6510,0.0528417818740399,"C1w","158828","Turbinaria","Turbinaria_reniformis",151.47969,-23.99487,"a"
"1579","AU18_0100","1630543_C",61,200,5983,0.0334280461307037,"1630543_C","158714","Turbinaria","Turbinaria_patula",153.38793,-29.92353,"a"
"1580","AU18_0460","1147954_C",61,368,3840,0.0958333333333333,"1147954_C","158762","Turbinaria","Turbinaria_mesenterina",153.52519,-27.41415,"a"
"1581","AU18_0588","1626350_C",61,272,7644,0.0355834641548927,"1626350_C","158778","Turbinaria","Turbinaria_reniformis",150.97526,-23.14819,"a"
"1582","AU18_0520","1147954_C",61,205,5547,0.0369569136470164,"1147954_C","158773","Turbinaria","Turbinaria_mesenterina",150.97526,-23.14819,"a"
"1583","AU18_0520","1612485_C",61,266,5547,0.0479538489273481,"1612485_C","158773","Turbinaria","Turbinaria_mesenterina",150.97526,-23.14819,"a"
"1584","AU18_1060","1626350_C",61,398,7959,0.0500062821962558,"1626350_C","158834","Turbinaria","Turbinaria_patula",151.74128,-24.00121,"a"
"1585","AU18_0686","1645568_C",61,400,3740,0.106951871657754,"1645568_C","158791","Turbinaria","Turbinaria_mesenterina",150.92229,-23.16422,"a"
"1586","AU18_0590","1148411_C",61,309,6292,0.0491099809281627,"1148411_C","158780","Turbinaria","Turbinaria_mesenterina",150.97526,-23.14819,"a"
"1587","AU18_0599","141145_D",61,919,6047,0.15197618653878,"141145_D","158784","Turbinaria","Turbinaria_patula",153.48416,-26.97812,"a"
"1588","AU18_0068","766366_C",61,635,3511,0.180860153802336,"766366_C","158707","Turbinaria","Turbinaria_patula",153.18158,-30.24195,"a"
"1589","AU18_0288","21810_C",61,332,7485,0.0443553774215097,"21810_C","158746","Turbinaria","Turbinaria_mesenterina",153.26519,-30.20489,"a"
"1590","AU18_0063","2885773_C",61,615,5234,0.117500955292319,"2885773_C","158703","Turbinaria","Turbinaria_mesenterina",153.18158,-30.24195,"a"
"1591","AU18_0063","C3ag",61,676,5234,0.129155521589606,"C3ag","158703","Turbinaria","Turbinaria_mesenterina",153.18158,-30.24195,"a"
"1592","AU18_0387","1194550_C",61,601,5952,0.100974462365591,"1194550_C","158753","Turbinaria","Turbinaria_frondens",153.55168,-27.39137,"a"
"1593","AU18_0062","54400_C",61,678,6386,0.106169746320075,"54400_C","158702","Turbinaria","Turbinaria_mesenterina",153.18158,-30.24195,"a"
"1594","AU18_0459","1148411_C",62,304,3937,0.0772161544323089,"1148411_C","158761","Turbinaria","Turbinaria_mesenterina",153.48416,-26.97812,"a"
"1595","AU18_0685","1147954_C",62,235,3330,0.0705705705705706,"1147954_C","158790","Turbinaria","Turbinaria_mesenterina",150.92229,-23.16422,"a"
"1596","AU18_1124","C21",62,378,3817,0.0990306523447734,"C21","158846","Turbinaria","Turbinaria_mesenterina",153.11325,-26.61472,"a"
"1597","AU18_0824","1626763_C",62,240,6625,0.0362264150943396,"1626763_C","158807","Turbinaria","Turbinaria_reniformis",152.38847,-23.90505,"a"
"1598","AU18_0692","C1",62,340,6224,0.0546272493573265,"C1","158793","Turbinaria","Turbinaria_reniformis",150.92229,-23.16422,"a"
"1599","AU18_0895","1611788_C",62,567,3075,0.184390243902439,"1611788_C","158809","Turbinaria","Turbinaria_mesenterina",152.71016,-24.11193,"a"
"1600","AU18_0745","1148411_C",62,237,7239,0.032739328636552,"1148411_C","158803","Turbinaria","Turbinaria_reniformis",151.929,-23.43327,"a"
"1601","AU18_0069","1029753_C",62,678,4784,0.141722408026756,"1029753_C","158708","Turbinaria","Turbinaria_reniformis",153.18158,-30.24195,"a"
"1602","AU18_0068","C1ab",62,697,3511,0.1985189404728,"C1ab","158707","Turbinaria","Turbinaria_patula",153.18158,-30.24195,"a"
"1603","AU18_0468","D4ae",62,296,6629,0.0446522854125811,"D4ae","158764","Turbinaria","Turbinaria_patula",153.52519,-27.41415,"a"
"1604","AU18_0468","D6g",62,358,6629,0.0540051289787298,"D6g","158764","Turbinaria","Turbinaria_patula",153.52519,-27.41415,"a"
"1605","AU18_0387","29115_C",62,663,5952,0.111391129032258,"29115_C","158753","Turbinaria","Turbinaria_frondens",153.55168,-27.39137,"a"
"1606","AU18_0254","37253_C",63,271,6528,0.0415134803921569,"37253_C","158741","Turbinaria","Turbinaria_patula",153.62861,-28.60497,"a"
"1607","AU18_0331","1147954_C",63,413,5325,0.0775586854460094,"1147954_C","158749","Turbinaria","Turbinaria_patula",153.62861,-28.60497,"a"
"1608","AU18_0460","1611788_C",63,431,3840,0.112239583333333,"1611788_C","158762","Turbinaria","Turbinaria_mesenterina",153.52519,-27.41415,"a"
"1609","AU18_1060","1645678_C",63,461,7959,0.0579218494785777,"1645678_C","158834","Turbinaria","Turbinaria_patula",151.74128,-24.00121,"a"
"1610","AU18_1039","1611788_C",63,335,4733,0.0707796323684766,"1611788_C","158830","Turbinaria","Turbinaria_mesenterina",151.47969,-23.99487,"a"
"1611","AU18_0592","37253_C",63,290,5313,0.0545830980613589,"37253_C","158781","Turbinaria","Turbinaria_reniformis",150.97526,-23.14819,"a"
"1612","AU18_0824","1611789_C",63,303,6625,0.0457358490566038,"1611789_C","158807","Turbinaria","Turbinaria_reniformis",152.38847,-23.90505,"a"
"1613","AU18_1075","C50f",63,330,8871,0.0371998647277646,"C50f","158837","Turbinaria","Turbinaria_reniformis",151.74128,-24.00121,"a"
"1614","AU18_0311","37253_C",63,574,6747,0.0850748480806284,"37253_C","158747","Turbinaria","Turbinaria_patula",153.62826,-28.61083,"a"
"1615","AU18_0311","C1gw",63,637,6747,0.0944123314065511,"C1gw","158747","Turbinaria","Turbinaria_patula",153.62826,-28.61083,"a"
"1616","AU18_0744","D1id",63,676,3954,0.170966110268083,"D1id","158802","Turbinaria","Turbinaria_mesenterina",151.929,-23.43327,"a"
"1617","AU18_1026","C1br",63,259,5647,0.0458650610943864,"C1br","158822","Turbinaria","Turbinaria_reniformis",151.47969,-23.99487,"a"
"1618","AU18_0163","2780845_C",63,718,4620,0.155411255411255,"2780845_C","158723","Turbinaria","Turbinaria_patula",153.26942,-30.01767,"a"
"1619","AU18_0463","C3.12",63,354,7764,0.0455950540958269,"C3.12","158763","Turbinaria","Turbinaria_frondens",153.52519,-27.41415,"a"
"1620","AU18_0469","1708730_C",63,294,6266,0.046919885094159,"1708730_C","158765","Turbinaria","Turbinaria_mesenterina",153.52519,-27.41415,"a"
"1621","AU18_0614","1630543_C",64,236,7309,0.0322889588178957,"1630543_C","158786","Turbinaria","Turbinaria_patula",150.97526,-23.14819,"a"
"1622","AU18_0583","1630543_C",64,216,7699,0.0280555916352773,"1630543_C","158774","Turbinaria","Turbinaria_patula",150.97526,-23.14819,"a"
"1623","AU18_0588","1692949_C",64,336,7644,0.043956043956044,"1692949_C","158778","Turbinaria","Turbinaria_reniformis",150.97526,-23.14819,"a"
"1624","AU18_1123","1630543_C",64,266,10194,0.0260937806552874,"1630543_C","158845","Turbinaria","Turbinaria_patula",153.11325,-26.61472,"a"
"1625","AU18_1079","1147954_C",64,326,4082,0.0798628123468888,"1147954_C","158839","Turbinaria","Turbinaria_reniformis",151.47969,-23.99487,"a"
"1626","AU18_1075","C1w",64,394,8871,0.0444143839476947,"C1w","158837","Turbinaria","Turbinaria_reniformis",151.74128,-24.00121,"a"
"1627","AU18_0821","223603_D",64,235,5108,0.0460062646828504,"223603_D","158806","Turbinaria","Turbinaria_sp.",151.929,-23.43327,"a"
"1628","AU18_0387","C9a",64,727,5952,0.122143817204301,"C9a","158753","Turbinaria","Turbinaria_frondens",153.55168,-27.39137,"a"
"1629","AU18_neg12","C54l",64,1006,1256,0.800955414012739,"C54l","158855","NoData","NoData",999,999,"a"
"1630","AU18_0583","1622915_C",65,281,7699,0.0364982465255228,"1622915_C","158774","Turbinaria","Turbinaria_patula",150.97526,-23.14819,"a"
"1631","AU18_1083","C21",65,220,7266,0.0302780071566199,"C21","158841","Turbinaria","Turbinaria_patula",151.47969,-23.99487,"a"
"1632","AU18_1123","1626763_C",65,331,10194,0.0324700804394742,"1626763_C","158845","Turbinaria","Turbinaria_patula",153.11325,-26.61472,"a"
"1633","AU18_0964","1611788_C",65,354,4428,0.0799457994579946,"1611788_C","158816","Turbinaria","Turbinaria_reniformis",151.74128,-24.00121,"a"
"1634","AU18_0164","C1b",65,164,6007,0.0273014816047944,"C1b","158724","Turbinaria","Turbinaria_patula",153.26942,-30.01767,"a"
"1635","AU18_0165","44745_C",65,251,9279,0.0270503286992133,"44745_C","158725","Turbinaria","Turbinaria_mesenterina",153.26942,-30.01767,"a"
"1636","AU18_0165","C42ao",65,316,9279,0.0340553939002048,"C42ao","158725","Turbinaria","Turbinaria_mesenterina",153.26942,-30.01767,"a"
"1637","AU18_0063","23580_C",65,741,5234,0.141574321742453,"23580_C","158703","Turbinaria","Turbinaria_mesenterina",153.18158,-30.24195,"a"
"1638","AU18_0970","C1jx",65,304,7883,0.0385639984777369,"C1jx","158820","Turbinaria","Turbinaria_reniformis",151.74225,-24.02064,"a"
"1639","AU18_1081","1147954_C",66,315,5736,0.0549163179916318,"1147954_C","158840","Turbinaria","Turbinaria_patula",151.47969,-23.99487,"a"
"1640","AU18_0688","1148411_C",66,198,5554,0.0356499819949586,"1148411_C","158792","Turbinaria","Turbinaria_mesenterina",150.92229,-23.16422,"a"
"1641","AU18_0692","1148411_C",66,406,6224,0.0652313624678663,"1148411_C","158793","Turbinaria","Turbinaria_reniformis",150.92229,-23.16422,"a"
"1642","AU18_1035","C22ah",66,446,5778,0.0771893388715819,"C22ah","158827","Turbinaria","Turbinaria_reniformis",151.47969,-23.99487,"a"
"1643","AU18_1072","C72k",66,174,9769,0.0178114443648275,"C72k","158836","Turbinaria","Turbinaria_mesenterina",151.74128,-24.00121,"a"
"1644","AU18_0071","C3ih",66,303,1009,0.300297324083251,"C3ih","158710","Turbinaria","Turbinaria_reniformis",153.18158,-30.24195,"a"
"1645","AU18_0237","C1b",66,377,1189,0.317073170731707,"C1b","158733","Turbinaria","Turbinaria_patula",153.26519,-30.20489,"a"
"1646","AU18_0165","150940_C",66,382,9279,0.0411682293350577,"150940_C","158725","Turbinaria","Turbinaria_mesenterina",153.26942,-30.01767,"a"
"1647","AU18_0067","C1gw",66,461,1291,0.35708752904725,"C1gw","158706","Turbinaria","Turbinaria_patula",153.18158,-30.24195,"a"
"1648","AU18_1058","2885739_C",66,171,6906,0.024761077324066,"2885739_C","158833","Turbinaria","Turbinaria_patula",151.47969,-23.99487,"a"
"1649","AU18_0113","2780845_C",66,434,1139,0.381035996488148,"2780845_C","158718","Turbinaria","Turbinaria_mesenterina",153.38793,-29.92353,"a"
"1650","AU18_0463","C42ay",66,420,7764,0.0540958268933539,"C42ay","158763","Turbinaria","Turbinaria_frondens",153.52519,-27.41415,"a"
"1651","AU18_0588","C21",67,403,7644,0.0527210884353742,"C21","158778","Turbinaria","Turbinaria_reniformis",150.97526,-23.14819,"a"
"1652","AU18_0967","1148411_C",67,323,3682,0.0877240630092341,"1148411_C","158819","Turbinaria","Turbinaria_reniformis",151.47969,-23.99487,"a"
"1653","AU18_0597","1148411_C",67,290,6807,0.0426032025855737,"1148411_C","158783","Turbinaria","Turbinaria_mesenterina",150.97526,-23.14819,"a"
"1654","AU18_1033","C1b",67,264,4032,0.0654761904761905,"C1b","158825","Turbinaria","Turbinaria_reniformis",151.47969,-23.99487,"a"
"1655","AU18_1010","C22ai",67,478,2567,0.186209583171017,"C22ai","158821","Turbinaria","Turbinaria_sp.",151.74225,-24.02064,"a"
"1656","AU18_0311","C22ah",67,704,6747,0.104342670816659,"C22ah","158747","Turbinaria","Turbinaria_patula",153.62826,-28.61083,"a"
"1657","AU18_1143","2885739_C",67,155,6604,0.0234706238643247,"2885739_C","158852","Turbinaria","Turbinaria_patula",151.47969,-23.99487,"a"
"1658","AU18_0962","C1b",67,232,7073,0.032800791743249,"C1b","158814","Turbinaria","Turbinaria_reniformis",151.74128,-24.00121,"a"
"1659","AU18_0162","1669691_C",67,67,16176,0.00414193867457962,"1669691_C","158722","Turbinaria","Turbinaria_patula",153.38793,-29.92353,"a"
"1660","AU18_0163","2885757_C",67,785,4620,0.16991341991342,"2885757_C","158723","Turbinaria","Turbinaria_patula",153.26942,-30.01767,"a"
"1661","AU18_0254","C21",68,339,6528,0.0519301470588235,"C21","158741","Turbinaria","Turbinaria_patula",153.62861,-28.60497,"a"
"1662","AU18_0332","D1d",68,286,1159,0.246764452113891,"D1d","158750","Turbinaria","Turbinaria_patula",153.55168,-27.39137,"a"
"1663","AU18_0910","C21",68,323,6511,0.0496083550913838,"C21","158812","Turbinaria","Turbinaria_reniformis",151.74128,-24.00121,"a"
"1664","AU18_1010","D6",68,546,2567,0.212699649396182,"D6","158821","Turbinaria","Turbinaria_sp.",151.74225,-24.02064,"a"
"1665","AU18_1058","2885738_C",68,239,6906,0.0346075876049812,"2885738_C","158833","Turbinaria","Turbinaria_patula",151.47969,-23.99487,"a"
"1666","AU18_0474","C1cb",68,520,5446,0.0954829232464194,"C1cb","158768","Turbinaria","Turbinaria_patula",153.52519,-27.41415,"a"
"1667","AU18_0288","6379_C",68,400,7485,0.053440213760855,"6379_C","158746","Turbinaria","Turbinaria_mesenterina",153.26519,-30.20489,"a"
"1668","AU18_0288","2885799_C",68,468,7485,0.0625250501002004,"2885799_C","158746","Turbinaria","Turbinaria_mesenterina",153.26519,-30.20489,"a"
"1669","AU18_1071","1645678_C",69,221,8127,0.0271933062630737,"1645678_C","158835","Turbinaria","Turbinaria_mesenterina",151.74128,-24.00121,"a"
"1670","AU18_0587","1148411_C",69,276,5965,0.0462699077954736,"1148411_C","158777","Turbinaria","Turbinaria_reniformis",150.97526,-23.14819,"a"
"1671","AU18_1126","37253_C",69,201,9843,0.0204206034745504,"37253_C","158848","Turbinaria","Turbinaria_reniformis",153.11325,-26.61472,"a"
"1672","AU18_0520","1611789_C",69,335,5547,0.0603930052280512,"1611789_C","158773","Turbinaria","Turbinaria_mesenterina",150.97526,-23.14819,"a"
"1673","AU18_0164","1491900_C",69,233,6007,0.0387880805726652,"1491900_C","158724","Turbinaria","Turbinaria_patula",153.26942,-30.01767,"a"
"1674","AU18_1125","D1af",69,719,7108,0.101153629712999,"D1af","158847","Turbinaria","Turbinaria_patula",153.11325,-26.61472,"a"
"1675","AU18_1041","C22ah",69,764,4615,0.165547128927411,"C22ah","158832","Turbinaria","Turbinaria_patula",151.47969,-23.99487,"a"
"1676","AU18_0483","C1jx",69,179,8786,0.0203733211928067,"C1jx","158770","Turbinaria","Turbinaria_patula",153.52519,-27.41415,"a"
"1677","AU18_0700","C22ai",69,388,7225,0.0537024221453287,"C22ai","158796","Turbinaria","Turbinaria_patula",150.92229,-23.16422,"a"
"1678","AU18_0390","C1",69,634,760,0.83421052631579,"C1","158756","Turbinaria","Turbinaria_frondens",153.55168,-27.39137,"a"
"1679","AU18_0742","1645568_C",70,297,3688,0.080531453362256,"1645568_C","158800","Turbinaria","Turbinaria_mesenterina",151.929,-23.43327,"a"
"1680","AU18_0520","1680592_C",70,405,5547,0.0730124391563007,"1680592_C","158773","Turbinaria","Turbinaria_mesenterina",150.97526,-23.14819,"a"
"1681","AU18_1124","1611788_C",70,448,3817,0.11736966203825,"1611788_C","158846","Turbinaria","Turbinaria_mesenterina",153.11325,-26.61472,"a"
"1682","AU18_0592","1147954_C",70,360,5313,0.0677583286278938,"1147954_C","158781","Turbinaria","Turbinaria_reniformis",150.97526,-23.14819,"a"
"1683","AU18_0910","1148411_C",70,393,6511,0.0603593917984949,"1148411_C","158812","Turbinaria","Turbinaria_reniformis",151.74128,-24.00121,"a"
"1684","AU18_0824","1612485_C",70,373,6625,0.0563018867924528,"1612485_C","158807","Turbinaria","Turbinaria_reniformis",152.38847,-23.90505,"a"
"1685","AU18_0599","253897_D",70,989,6047,0.163552174632049,"253897_D","158784","Turbinaria","Turbinaria_patula",153.48416,-26.97812,"a"
"1686","AU18_0070","C3mk",70,759,5120,0.1482421875,"C3mk","158709","Turbinaria","Turbinaria_patula",153.18158,-30.24195,"a"
"1687","AU18_0748","7488_D",70,550,5331,0.103170136934909,"7488_D","158805","Turbinaria","Turbinaria_mesenterina",151.929,-23.43327,"a"
"1688","AU18_0248","1677_D",70,493,11136,0.0442708333333333,"1677_D","158739","Turbinaria","Turbinaria_mesenterina",153.62861,-28.60497,"a"
"1689","AU18_0248","D1b",70,563,11136,0.0505567528735632,"D1b","158739","Turbinaria","Turbinaria_mesenterina",153.62861,-28.60497,"a"
"1690","AU18_0113","24569_C",70,504,1139,0.442493415276558,"24569_C","158718","Turbinaria","Turbinaria_mesenterina",153.38793,-29.92353,"a"
"1691","AU18_0469","1646070_C",70,364,6266,0.0580912863070539,"1646070_C","158765","Turbinaria","Turbinaria_mesenterina",153.52519,-27.41415,"a"
"1692","AU18_0387","93899_C",70,797,5952,0.133904569892473,"93899_C","158753","Turbinaria","Turbinaria_frondens",153.55168,-27.39137,"a"
"1693","AU18_1081","1148411_C",71,386,5736,0.0672942817294282,"1148411_C","158840","Turbinaria","Turbinaria_patula",151.47969,-23.99487,"a"
"1694","AU18_0596","1611788_C",71,363,3694,0.0982674607471576,"1611788_C","158782","Turbinaria","Turbinaria_mesenterina",150.97526,-23.14819,"a"
"1695","AU18_0108","C22ah",71,314,2128,0.147556390977444,"C22ah","158715","Turbinaria","Turbinaria_patula",153.38793,-29.92353,"a"
"1696","AU18_0745","37253_C",71,308,7239,0.0425473131648018,"37253_C","158803","Turbinaria","Turbinaria_reniformis",151.929,-23.43327,"a"
"1697","AU18_1125","C1",71,790,7108,0.11114237478897,"C1","158847","Turbinaria","Turbinaria_patula",153.11325,-26.61472,"a"
"1698","AU18_1143","2885738_C",71,226,6604,0.034221683827983,"2885738_C","158852","Turbinaria","Turbinaria_patula",151.47969,-23.99487,"a"
"1699","AU18_1078","C1b",71,202,8704,0.0232077205882353,"C1b","158838","Turbinaria","Turbinaria_reniformis",151.47969,-23.99487,"a"
"1700","AU18_1026","C1cv",71,330,5647,0.0584381087302993,"C1cv","158822","Turbinaria","Turbinaria_reniformis",151.47969,-23.99487,"a"
"1701","AU18_0586","22134_C",71,168,1983,0.0847201210287443,"22134_C","158776","Turbinaria","Turbinaria_reniformis",150.97526,-23.14819,"a"
"1702","AU18_0458","1147954_C",72,168,5805,0.0289405684754522,"1147954_C","158760","Turbinaria","Turbinaria_patula",153.48416,-26.97812,"a"
"1703","AU18_0251","1622915_C",72,289,12084,0.0239159218801721,"1622915_C","158740","Turbinaria","Turbinaria_mesenterina",153.62861,-28.60497,"a"
"1704","AU18_1126","1645678_C",72,273,9843,0.0277354465102103,"1645678_C","158848","Turbinaria","Turbinaria_reniformis",153.11325,-26.61472,"a"
"1705","AU18_0588","1148411_C",72,475,7644,0.0621402407116693,"1148411_C","158778","Turbinaria","Turbinaria_reniformis",150.97526,-23.14819,"a"
"1706","AU18_0876","D2.2",72,437,4819,0.0906827142560697,"D2.2","158808","Turbinaria","Turbinaria_reniformis",152.38847,-23.90505,"a"
"1707","AU18_0237","C3ih",72,449,1189,0.377628259041211,"C3ih","158733","Turbinaria","Turbinaria_patula",153.26519,-30.20489,"a"
"1708","AU18_0744","D2.2",72,748,3954,0.189175518462317,"D2.2","158802","Turbinaria","Turbinaria_mesenterina",151.929,-23.43327,"a"
"1709","AU18_1125","D6c",72,862,7108,0.121271806415307,"D6c","158847","Turbinaria","Turbinaria_patula",153.11325,-26.61472,"a"
"1710","AU18_0483","C1cb",72,251,8786,0.028568176644662,"C1cb","158770","Turbinaria","Turbinaria_patula",153.52519,-27.41415,"a"
"1711","AU18_0162","2885804_C",72,139,16176,0.00859297725024728,"2885804_C","158722","Turbinaria","Turbinaria_patula",153.38793,-29.92353,"a"
"1712","AU18_0632","C42.2",72,490,4227,0.11592145729832,"C42.2","158789","Turbinaria","Turbinaria_reniformis",150.92229,-23.16422,"a"
"1713","AU18_0387","20466_C",72,869,5952,0.146001344086022,"20466_C","158753","Turbinaria","Turbinaria_frondens",153.55168,-27.39137,"a"
"1714","AU18_0072","C42.2",72,415,3302,0.125681405208964,"C42.2","158711","Turbinaria","Turbinaria_mesenterina",153.17961,-30.2384,"a"
"1715","AU18_0742","1611788_C",73,370,3688,0.100325379609544,"1611788_C","158800","Turbinaria","Turbinaria_mesenterina",151.929,-23.43327,"a"
"1716","AU18_0459","1611788_C",73,377,3937,0.095758191516383,"1611788_C","158761","Turbinaria","Turbinaria_mesenterina",153.48416,-26.97812,"a"
"1717","AU18_0597","1147954_C",73,363,6807,0.0533274570295284,"1147954_C","158783","Turbinaria","Turbinaria_mesenterina",150.97526,-23.14819,"a"
"1718","AU18_1072","1147954_C",73,247,9769,0.0252840618282322,"1147954_C","158836","Turbinaria","Turbinaria_mesenterina",151.74128,-24.00121,"a"
"1719","AU18_0165","47105_C",73,455,9279,0.0490354564069404,"47105_C","158725","Turbinaria","Turbinaria_mesenterina",153.26942,-30.01767,"a"
"1720","AU18_0163","2778029_C",73,858,4620,0.185714285714286,"2778029_C","158723","Turbinaria","Turbinaria_patula",153.26942,-30.01767,"a"
"1721","AU18_0163","14636_C",73,931,4620,0.201515151515152,"14636_C","158723","Turbinaria","Turbinaria_patula",153.26942,-30.01767,"a"
"1722","AU18_1121","C22ah",73,675,5906,0.114290551981036,"C22ah","158843","Turbinaria","Turbinaria_mesenterina",153.11325,-26.61472,"a"
"1723","AU18_0612","1611788_C",74,290,5483,0.0528907532372789,"1611788_C","158785","Turbinaria","Turbinaria_patula",150.97526,-23.14819,"a"
"1724","AU18_0590","1645568_C",74,383,6292,0.0608709472345836,"1645568_C","158780","Turbinaria","Turbinaria_mesenterina",150.97526,-23.14819,"a"
"1725","AU18_0824","1630543_C",74,447,6625,0.0674716981132076,"1630543_C","158807","Turbinaria","Turbinaria_reniformis",152.38847,-23.90505,"a"
"1726","AU18_0070","766366_C",74,833,5120,0.1626953125,"766366_C","158709","Turbinaria","Turbinaria_patula",153.18158,-30.24195,"a"
"1727","AU18_0748","C1",74,624,5331,0.117051209904333,"C1","158805","Turbinaria","Turbinaria_mesenterina",151.929,-23.43327,"a"
"1728","AU18_0248","D6g",74,637,11136,0.057201867816092,"D6g","158739","Turbinaria","Turbinaria_mesenterina",153.62861,-28.60497,"a"
"1729","AU18_0065","C21",74,394,1050,0.375238095238095,"C21","158705","Turbinaria","Turbinaria_mesenterina",153.18158,-30.24195,"a"
"1730","AU18_0163","C3ih",74,1005,4620,0.217532467532468,"C3ih","158723","Turbinaria","Turbinaria_patula",153.26942,-30.01767,"a"
"1731","AU18_0281","107479_C",74,506,3096,0.16343669250646,"107479_C","158745","Turbinaria","Turbinaria_patula",153.62826,-28.61083,"a"
